scorer,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,966.14844,511.47366,0.41688016,902.60376,516.0408,0.60546094,845.76074,394.4507,0.81009096,803.6011,283.45834,0.83701646,746.3705,155.20787,0.54769576
1,966.25995,511.50665,0.42281148,902.699,515.94305,0.6180736,845.9657,394.53198,0.80743337,803.64575,283.28436,0.847622,746.3425,154.76158,0.5612391
2,966.1092,511.49756,0.42886966,902.67114,515.94147,0.6095888,845.97253,394.53027,0.80363864,803.6578,283.30118,0.84806496,746.3751,154.68349,0.55708575
3,966.2155,511.61334,0.4153526,902.6743,515.8926,0.619859,845.73126,394.54028,0.81907,803.73517,283.27667,0.8528167,746.3401,154.77765,0.56329554
4,965.8694,511.6897,0.37316108,902.7353,515.82025,0.6251498,845.6638,394.52408,0.80949706,803.7299,283.28726,0.8552406,746.3014,154.70341,0.5481473
5,965.5705,511.5004,0.36326557,902.9136,515.81866,0.6240545,845.7182,394.5177,0.80924463,803.75995,283.28125,0.85212624,746.35455,155.0888,0.5755603
6,966.05115,511.58307,0.37479845,902.83057,515.7799,0.6290893,845.7817,394.52313,0.82424825,803.7567,283.2906,0.8593019,746.3722,154.70883,0.55291605
7,966.0767,511.49258,0.37456182,902.86707,515.82434,0.6288453,845.77167,394.5093,0.8183333,803.77765,283.26996,0.8573796,746.3717,154.77853,0.55037767
8,965.7784,511.44122,0.38551304,902.9246,515.77783,0.61633956,845.78033,394.38855,0.7886699,803.7695,283.15717,0.8667457,746.28265,155.0176,0.57534724
9,966.24005,511.68292,0.4228653,902.979,515.8514,0.6325578,845.8874,394.54626,0.8091718,803.69727,283.36633,0.8590203,746.2843,155.05774,0.54065436
10,966.48883,511.9498,0.439935,903.051,515.8667,0.62863344,845.8938,394.675,0.8146879,803.711,283.38522,0.86145353,746.2236,154.92409,0.5318641
11,966.36096,511.9554,0.44206846,903.0235,515.87915,0.6404643,845.9965,394.7686,0.8125311,803.69257,283.3466,0.8571217,746.15027,154.89255,0.5094759
12,966.271,512.1376,0.45203513,903.0512,515.8514,0.6434222,845.92413,394.6215,0.8130004,803.6933,283.3252,0.8503252,746.1359,154.91396,0.50807804
13,966.2667,512.07086,0.3979459,903.02075,515.83417,0.64888835,845.8959,394.569,0.82258594,803.65375,283.34338,0.85954493,746.0227,154.89743,0.4993277
14,966.3866,512.1344,0.42048842,903.00977,515.79504,0.63694847,845.86273,394.50854,0.80252343,803.67615,283.3551,0.8613856,746.14215,154.91258,0.51435673
15,965.99493,512.1068,0.4125968,903.0759,515.854,0.6464327,845.8436,394.47055,0.809222,803.6456,283.3472,0.86310554,746.19543,154.95067,0.5163517
16,966.2408,511.99585,0.44164672,902.92236,515.7502,0.63358265,845.847,394.30667,0.8067685,803.6737,283.35092,0.86523616,746.2975,154.99358,0.5274758
17,966.05554,512.0372,0.43248695,902.9289,515.7711,0.6285172,845.67645,394.51016,0.81473696,803.59344,283.64297,0.8516294,746.1568,155.00725,0.5179784
