timestamp,quat1,quat2
155226027130,"(0.80511474609375, 0.08953857421875, 0.5863037109375, -0.00537109375)","(0.0, 0.0, 0.0, 0.0)"
155226041478,"(0.80517578125, 0.0899658203125, 0.586181640625, -0.00555419921875)","(0.0, 0.0, 0.0, 0.0)"
155226053128,"(0.80499267578125, 0.09051513671875, 0.5863037109375, -0.0057373046875)","(0.0, 0.0, 0.0, 0.0)"
155226063830,"(0.8050537109375, 0.09136962890625, 0.5860595703125, -0.0054931640625)","(0.0, 0.0, 0.0, 0.0)"
155226074240,"(0.8050537109375, 0.09088134765625, 0.58612060546875, -0.00543212890625)","(0.0, 0.0, 0.0, 0.0)"
155226083856,"(0.8050537109375, 0.08306884765625, 0.58612060546875, -0.00543212890625)","(1.0, 0.0006103515625, -0.0008544921875, -6.103515625e-05)"
155226092880,"(0.804931640625, 0.09161376953125, 0.58624267578125, -0.00506591796875)","(1.0, 0.00079345703125, -0.0009765625, -0.0001220703125)"
155226101871,"(0.8045654296875, 0.09173583984375, 0.58673095703125, -0.005126953125)","(1.0, 0.0006103515625, -0.0008544921875, -6.103515625e-05)"
155226112195,"(0.80462646484375, 0.092041015625, 0.5865478515625, -0.00494384765625)","(1.0078125, 6.103515625e-05, -0.0010986328125, 0.0)"
155226121452,"(0.8046875, 0.09210205078125, 0.58648681640625, -0.00457763671875)","(1.0078125, -0.0003662109375, -0.00152587890625, 0.00018310546875)"
155226130479,"(0.80474853515625, 0.09222412109375, 0.58636474609375, -0.0048828125)","(0.635009765625, -0.01446533203125, 0.77239990234375, 0.00030517578125)"
155226139151,"(0.80487060546875, 0.09210205078125, 0.58624267578125, -0.0048828125)","(0.635009765625, -0.01446533203125, 0.77239990234375, 0.00030517578125)"
155226146837,"(0.80474853515625, 0.0921630859375, 0.58636474609375, -0.00506591796875)","(0.63458251953125, -0.0142822265625, 0.772705078125, -0.00018310546875)"
155226153662,"(0.80474853515625, 0.0921630859375, 0.58636474609375, -0.00506591796875)","(0.634521484375, -0.01397705078125, 0.77276611328125, -0.000244140625)"
155226160573,"(0.8046875, 0.0916748046875, 0.58660888671875, -0.00555419921875)","(0.63421630859375, -0.01416015625, 0.77301025390625, -0.00042724609375)"
155226168716,"(0.80474853515625, 0.091552734375, 0.58648681640625, -0.00518798828125)","(0.63421630859375, -0.01416015625, 0.77301025390625, -0.00042724609375)"
155226175160,"(0.80474853515625, 0.09149169921875, 0.58648681640625, -0.0048828125)","(0.6339111328125, -0.01422119140625, 0.7733154296875, -0.0003662109375)"
155226181976,"(0.80474853515625, 0.09149169921875, 0.58648681640625, -0.0048828125)","(0.633544921875, -0.01434326171875, 0.77362060546875, -0.00048828125)"
155226188997,"(0.804931640625, 0.091552734375, 0.58624267578125, -0.004638671875)","(0.633544921875, -0.01434326171875, 0.77362060546875, -0.00048828125)"
155226196382,"(0.8050537109375, 0.09185791015625, 0.5860595703125, -0.004638671875)","(0.63336181640625, -0.01446533203125, 0.77374267578125, -0.0003662109375)"
155226203922,"(0.8050537109375, 0.09185791015625, 0.5860595703125, -0.004638671875)","(0.63348388671875, -0.0146484375, 0.77362060546875, -0.00018310546875)"
155226212008,"(0.8052978515625, 0.09124755859375, 0.58575439453125, -0.00482177734375)","(0.633544921875, -0.01434326171875, 0.7735595703125, -6.103515625e-05)"
155226219572,"(0.80548095703125, 0.09100341796875, 0.58563232421875, -0.0045166015625)","(0.633544921875, -0.01434326171875, 0.7735595703125, -6.103515625e-05)"
155226228418,"(0.80548095703125, 0.09088134765625, 0.5855712890625, -0.0045166015625)","(0.63385009765625, -0.01422119140625, 0.7733154296875, 0.0001220703125)"
155226236397,"(0.805419921875, 0.0906982421875, 0.585693359375, -0.005126953125)","(0.63385009765625, -0.0145263671875, 0.7733154296875, 0.0001220703125)"
155226243511,"(0.805419921875, 0.0906982421875, 0.585693359375, -0.005126953125)","(0.6336669921875, -0.014404296875, 0.7734375, 6.103515625e-05)"
155226249790,"(0.8056640625, 0.09063720703125, 0.5853271484375, -0.0054931640625)","(0.6336669921875, -0.014404296875, 0.7734375, 6.103515625e-05)"
155226257561,"(0.8056640625, 0.09130859375, 0.58526611328125, -0.00543212890625)","(0.634033203125, -0.0142822265625, 0.773193359375, 0.0)"
155226265344,"(0.80560302734375, 0.09149169921875, 0.5853271484375, -0.00537109375)","(0.63409423828125, -0.01458740234375, 0.7730712890625, 0.00030517578125)"
155226272020,"(0.80560302734375, 0.09149169921875, 0.5853271484375, -0.00537109375)","(0.63409423828125, -0.01483154296875, 0.77313232421875, 0.00042724609375)"
155226280208,"(0.80548095703125, 0.09075927734375, 0.58563232421875, -0.00537109375)","(0.63409423828125, -0.01483154296875, 0.77313232421875, 0.00042724609375)"
155226288347,"(0.80535888671875, 0.091064453125, 0.58575439453125, -0.005126953125)","(0.6339111328125, -0.0147705078125, 0.77325439453125, 0.0003662109375)"
155226296490,"(0.80535888671875, 0.091064453125, 0.58575439453125, -0.005126953125)","(0.634033203125, -0.0147705078125, 0.773193359375, 0.000244140625)"
155226302324,"(0.8052978515625, 0.0914306640625, 0.58575439453125, -0.004638671875)","(0.63409423828125, -0.01495361328125, 0.77313232421875, 0.0001220703125)"
155226310559,"(0.805419921875, 0.09130859375, 0.5855712890625, -0.00469970703125)","(0.63409423828125, -0.01495361328125, 0.77313232421875, 0.0001220703125)"
155226318587,"(0.80517578125, 0.09130859375, 0.5859375, -0.0047607421875)","(0.63409423828125, -0.01470947265625, 0.7730712890625, 0.00042724609375)"
155226324798,"(0.80517578125, 0.09130859375, 0.5859375, -0.0047607421875)","(0.63446044921875, -0.01470947265625, 0.7728271484375, 0.0006103515625)"
155226332364,"(0.80487060546875, 0.09210205078125, 0.58624267578125, -0.0045166015625)","(0.63446044921875, -0.01470947265625, 0.7728271484375, 0.0006103515625)"
155226339660,"(0.80517578125, 0.092041015625, 0.5858154296875, -0.0047607421875)","(0.63433837890625, -0.0146484375, 0.77294921875, 0.0001220703125)"
155226347090,"(0.80548095703125, 0.0924072265625, 0.5853271484375, -0.00469970703125)","(0.63409423828125, -0.014404296875, 0.77313232421875, -0.000244140625)"
155226354653,"(0.80548095703125, 0.0924072265625, 0.5853271484375, -0.00469970703125)","(0.63397216796875, -0.01434326171875, 0.773193359375, -0.00042724609375)"
155226364255,"(0.8057861328125, 0.0919189453125, 0.5849609375, -0.00469970703125)","(0.63397216796875, -0.01446533203125, 0.773193359375, -0.00067138671875)"
155226371742,"(0.8060302734375, 0.0919189453125, 0.58465576171875, -0.0047607421875)","(0.63397216796875, -0.01446533203125, 0.773193359375, -0.000732421875)"
155226380940,"(0.80609130859375, 0.0927734375, 0.58441162109375, -0.0047607421875)","(0.63397216796875, -0.01446533203125, 0.773193359375, -0.000732421875)"
155226389322,"(0.80609130859375, 0.0928955078125, 0.58441162109375, -0.00445556640625)","(0.634033203125, -0.01446533203125, 0.773193359375, -0.000732421875)"
155226397176,"(0.80596923828125, 0.093017578125, 0.5845947265625, -0.00421142578125)","(0.6339111328125, -0.01458740234375, 0.77325439453125, -0.001220703125)"
155226403328,"(0.80596923828125, 0.093017578125, 0.5845947265625, -0.00421142578125)","(0.633544921875, -0.0147705078125, 0.7735595703125, -0.001708984375)"
155226412694,"(0.8055419921875, 0.09326171875, 0.58514404296875, -0.0045166015625)","(0.63348388671875, -0.01458740234375, 0.77362060546875, -0.00189208984375)"
155226421488,"(0.805419921875, 0.09332275390625, 0.5853271484375, -0.0042724609375)","(0.63348388671875, -0.01458740234375, 0.77362060546875, -0.00189208984375)"
155226429426,"(0.80535888671875, 0.093505859375, 0.58538818359375, -0.004150390625)","(0.63348388671875, -0.0146484375, 0.77362060546875, -0.00213623046875)"
155226435762,"(0.80535888671875, 0.093505859375, 0.58538818359375, -0.004150390625)","(0.63336181640625, -0.01458740234375, 0.77374267578125, -0.002197265625)"
155226442371,"(0.80535888671875, 0.09356689453125, 0.5853271484375, -0.00421142578125)","(0.63336181640625, -0.01458740234375, 0.77374267578125, -0.002197265625)"
155226449464,"(0.80560302734375, 0.09375, 0.5849609375, -0.004150390625)","(0.633056640625, -0.0147705078125, 0.77392578125, -0.0023193359375)"
155226455265,"(0.80560302734375, 0.09375, 0.5849609375, -0.004150390625)","(0.6328125, -0.01470947265625, 0.774169921875, -0.00250244140625)"
155226462772,"(0.80572509765625, 0.0938720703125, 0.58477783203125, -0.0045166015625)","(0.6328125, -0.01470947265625, 0.774169921875, -0.00250244140625)"
155226471571,"(0.80572509765625, 0.09368896484375, 0.58477783203125, -0.00469970703125)","(0.6326904296875, -0.01470947265625, 0.77423095703125, -0.0023193359375)"
155226478107,"(0.80560302734375, 0.09368896484375, 0.58502197265625, -0.00482177734375)","(0.6324462890625, -0.01495361328125, 0.77447509765625, -0.00238037109375)"
155226485239,"(0.80560302734375, 0.09368896484375, 0.58502197265625, -0.00482177734375)","(0.6324462890625, -0.01495361328125, 0.77447509765625, -0.00238037109375)"
155226491206,"(0.80560302734375, 0.093994140625, 0.5849609375, -0.0047607421875)","(0.6322021484375, -0.0152587890625, 0.774658203125, -0.00244140625)"
155226498355,"(0.8055419921875, 0.09429931640625, 0.5849609375, -0.00469970703125)","(0.6322021484375, -0.0155029296875, 0.774658203125, -0.00262451171875)"
155226503616,"(0.8055419921875, 0.09429931640625, 0.5849609375, -0.00469970703125)","(0.6322021484375, -0.0155029296875, 0.774658203125, -0.00262451171875)"
155226511722,"(0.80560302734375, 0.094482421875, 0.5848388671875, -0.00494384765625)","(0.63232421875, -0.0155029296875, 0.7745361328125, -0.00262451171875)"
155226520839,"(0.8052978515625, 0.09454345703125, 0.58526611328125, -0.00469970703125)","(0.63238525390625, -0.015380859375, 0.7745361328125, -0.00250244140625)"
155226527727,"(0.8055419921875, 0.09423828125, 0.5849609375, -0.00469970703125)","(0.6324462890625, -0.01531982421875, 0.77447509765625, -0.00238037109375)"
155226533576,"(0.8055419921875, 0.09423828125, 0.5849609375, -0.00469970703125)","(0.6324462890625, -0.01531982421875, 0.77447509765625, -0.00238037109375)"
155226539351,"(0.80584716796875, 0.09375, 0.5845947265625, -0.0048828125)","(0.63238525390625, -0.01519775390625, 0.77447509765625, -0.00238037109375)"
155226544195,"(0.80584716796875, 0.09375, 0.5845947265625, -0.0048828125)","(0.63238525390625, -0.01519775390625, 0.77447509765625, -0.00238037109375)"
155226551642,"(0.80572509765625, 0.093505859375, 0.5848388671875, -0.00518798828125)","(0.63226318359375, -0.01544189453125, 0.77459716796875, -0.00299072265625)"
155226558535,"(0.8057861328125, 0.0933837890625, 0.58477783203125, -0.00494384765625)","(0.63226318359375, -0.015380859375, 0.77459716796875, -0.00311279296875)"
155226563733,"(0.8057861328125, 0.0933837890625, 0.58477783203125, -0.00494384765625)","(0.63226318359375, -0.015380859375, 0.77459716796875, -0.00311279296875)"
155226572469,"(0.8060302734375, 0.0928955078125, 0.58447265625, -0.00494384765625)","(0.63262939453125, -0.01507568359375, 0.77435302734375, -0.0028076171875)"
155226578741,"(0.80615234375, 0.0926513671875, 0.5843505859375, -0.00494384765625)","(0.63262939453125, -0.01519775390625, 0.7742919921875, -0.0029296875)"
155226584587,"(0.80615234375, 0.0926513671875, 0.5843505859375, -0.00494384765625)","(0.63262939453125, -0.01519775390625, 0.7742919921875, -0.0029296875)"
155226589984,"(0.80633544921875, 0.09185791015625, 0.584228515625, -0.005126953125)","(0.63238525390625, -0.01513671875, 0.77447509765625, -0.00274658203125)"
155226594781,"(0.80633544921875, 0.09185791015625, 0.584228515625, -0.005126953125)","(0.63238525390625, -0.01513671875, 0.77447509765625, -0.00274658203125)"
155226602301,"(0.80633544921875, 0.0919189453125, 0.58428955078125, -0.0052490234375)","(0.6324462890625, -0.0150146484375, 0.77447509765625, -0.0023193359375)"
155226608886,"(0.80621337890625, 0.09259033203125, 0.58428955078125, -0.0052490234375)","(0.6324462890625, -0.01495361328125, 0.77447509765625, -0.00274658203125)"
155226614333,"(0.80621337890625, 0.09259033203125, 0.58428955078125, -0.0052490234375)","(0.6324462890625, -0.01495361328125, 0.77447509765625, -0.00274658203125)"
155226623758,"(0.80621337890625, 0.093017578125, 0.584228515625, -0.00506591796875)","(0.63275146484375, -0.0152587890625, 0.77423095703125, -0.0025634765625)"
155226634055,"(0.806396484375, 0.09307861328125, 0.583984375, -0.0048828125)","(0.63275146484375, -0.0152587890625, 0.77423095703125, -0.0025634765625)"
155226639816,"(0.8065185546875, 0.09295654296875, 0.5838623046875, -0.00469970703125)","(0.63262939453125, -0.01513671875, 0.7742919921875, -0.00238037109375)"
155226645466,"(0.8065185546875, 0.09295654296875, 0.5838623046875, -0.00469970703125)","(0.63262939453125, -0.01513671875, 0.7742919921875, -0.00238037109375)"
155226651772,"(0.80670166015625, 0.0931396484375, 0.58355712890625, -0.0047607421875)","(0.6324462890625, -0.01544189453125, 0.7744140625, -0.00225830078125)"
155226657131,"(0.80670166015625, 0.0931396484375, 0.58355712890625, -0.0047607421875)","(0.63275146484375, -0.0152587890625, 0.77423095703125, -0.00189208984375)"
155226664565,"(0.8067626953125, 0.0926513671875, 0.58349609375, -0.0048828125)","(0.63275146484375, -0.0152587890625, 0.77423095703125, -0.00189208984375)"
155226673162,"(0.806396484375, 0.09234619140625, 0.5841064453125, -0.00506591796875)","(0.632568359375, -0.01507568359375, 0.77435302734375, -0.001708984375)"
155226679721,"(0.8065185546875, 0.09259033203125, 0.58392333984375, -0.0047607421875)","(0.63232421875, -0.014892578125, 0.7745361328125, -0.001953125)"
155226685558,"(0.8065185546875, 0.09259033203125, 0.58392333984375, -0.0047607421875)","(0.63232421875, -0.014892578125, 0.7745361328125, -0.001953125)"
155226690527,"(0.80670166015625, 0.09234619140625, 0.5836181640625, -0.00469970703125)","(0.63232421875, -0.0146484375, 0.7745361328125, -0.00201416015625)"
155226695917,"(0.80670166015625, 0.09234619140625, 0.5836181640625, -0.00469970703125)","(0.63232421875, -0.0146484375, 0.7745361328125, -0.00201416015625)"
155226702268,"(0.80694580078125, 0.0924072265625, 0.5833740234375, -0.00506591796875)","(0.63232421875, -0.0147705078125, 0.7745361328125, -0.00225830078125)"
155226707857,"(0.80694580078125, 0.0924072265625, 0.5833740234375, -0.00506591796875)","(0.63232421875, -0.0147705078125, 0.7745361328125, -0.00225830078125)"
155226714721,"(0.8070068359375, 0.09259033203125, 0.58319091796875, -0.0052490234375)","(0.6322021484375, -0.0145263671875, 0.774658203125, -0.00238037109375)"
