Theoretical Angle (deg),IMU Angle (deg),ADC Value,Rotary Encoder
100.0,100.0,100.0,100.0
70.0,-3.81,-31064.0,509.0
70.0,-3.94,-31079.0,509.0
70.0,-4.06,-31109.0,509.0
70.0,-4.13,-31119.0,508.0
70.0,-4.19,-31123.0,508.0
70.0,-4.25,-31128.0,509.0
70.0,-4.25,-31132.0,508.0
70.0,-4.31,-31138.0,508.0
70.0,-4.38,-31138.0,508.0
70.0,-4.38,-31141.0,509.0
70.0,-4.38,-31145.0,508.0
70.0,-4.38,-31146.0,509.0
70.0,-4.38,-31147.0,508.0
70.0,-4.38,-31148.0,508.0
70.0,-4.38,-31149.0,509.0
70.0,-4.38,-31150.0,508.0
70.0,-4.38,-31152.0,509.0
70.0,-4.38,-31152.0,508.0
70.0,-4.38,-31152.0,508.0
70.0,-4.38,-31152.0,508.0
70.0,-4.38,-31151.0,509.0
70.0,-4.38,-31153.0,508.0
70.0,-4.38,-31153.0,509.0
70.0,-4.38,-31153.0,508.0
70.0,-4.38,-31152.0,508.0
70.0,-4.38,-31151.0,508.0
70.0,-4.38,-31150.0,508.0
70.0,-4.38,-31151.0,508.0
70.0,-4.38,-31151.0,508.0
70.0,-4.38,-31148.0,508.0
70.0,-4.38,-31149.0,509.0
70.0,-4.38,-31149.0,508.0
70.0,-4.38,-31148.0,508.0
70.0,-4.38,-31150.0,508.0
70.0,-4.38,-31148.0,509.0
70.0,-4.38,-31149.0,509.0
70.0,-4.38,-31147.0,508.0
70.0,-4.38,-31147.0,509.0
70.0,-4.38,-31146.0,508.0
70.0,-4.38,-31146.0,509.0
70.0,-4.38,-31146.0,509.0
70.0,-4.38,-31143.0,508.0
60.0,-16.06,-29651.0,472.0
60.0,-16.12,-29636.0,472.0
60.0,-16.19,-29626.0,472.0
60.0,-16.25,-29611.0,472.0
60.0,-16.31,-29603.0,472.0
60.0,-16.31,-29591.0,472.0
60.0,-16.31,-29582.0,472.0
60.0,-16.31,-29568.0,472.0
60.0,-16.31,-29560.0,472.0
60.0,-16.31,-29549.0,472.0
60.0,-16.31,-29542.0,473.0
60.0,-16.31,-29530.0,472.0
60.0,-16.31,-29524.0,472.0
60.0,-16.31,-29516.0,473.0
60.0,-16.31,-29506.0,472.0
60.0,-16.31,-29502.0,472.0
60.0,-16.31,-29492.0,473.0
60.0,-16.31,-29486.0,472.0
60.0,-16.31,-29479.0,472.0
60.0,-16.31,-29474.0,473.0
60.0,-16.31,-29465.0,471.0
60.0,-16.31,-29459.0,472.0
60.0,-16.31,-29456.0,472.0
60.0,-16.31,-29449.0,472.0
60.0,-16.31,-29445.0,472.0
60.0,-16.31,-29440.0,472.0
60.0,-16.31,-29436.0,472.0
60.0,-16.31,-29432.0,472.0
60.0,-16.31,-29429.0,472.0
60.0,-16.31,-29424.0,472.0
60.0,-16.31,-29420.0,472.0
60.0,-16.31,-29414.0,472.0
60.0,-16.31,-29410.0,472.0
60.0,-16.31,-29406.0,472.0
60.0,-16.31,-29400.0,472.0
60.0,-16.31,-29400.0,472.0
60.0,-16.31,-29395.0,472.0
60.0,-16.31,-29390.0,472.0
60.0,-16.31,-29386.0,472.0
60.0,-16.31,-29384.0,472.0
60.0,-16.31,-29378.0,472.0
60.0,-16.31,-29377.0,472.0
60.0,-16.31,-29371.0,473.0
60.0,-16.31,-29367.0,472.0
60.0,-16.31,-29366.0,472.0
