scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1210.9849,577.3474,0.04593078,946.9548,486.69885,0.8493112,913.03485,323.42963,0.57928383,899.91437,176.82501,0.9265072,899.79126,177.3328,0.22342178
1,1211.6282,577.0755,0.043817002,946.92847,486.7055,0.8490957,913.0598,323.52722,0.5769248,899.90784,176.82828,0.92218244,899.78674,177.33408,0.22551605
2,1211.394,577.3132,0.0558898,946.51624,486.7953,0.8787495,913.3069,323.38412,0.5375504,899.9884,176.93181,0.9640698,899.7617,177.18735,0.23844239
3,1211.8832,577.7769,0.05999763,946.2559,486.76636,0.8501891,913.54675,323.30905,0.5305807,900.0487,176.99986,0.98726237,900.16864,177.38412,0.23444541
4,1265.0968,509.65695,0.06280549,946.34766,486.7859,0.87182885,913.7973,323.31705,0.5140569,900.14233,177.05417,1.0,900.404,177.36812,0.24610956
5,1211.8246,577.6269,0.07622852,946.39404,486.81036,0.8776325,913.743,323.44827,0.54029375,900.1432,177.0137,1.0,900.3095,177.3056,0.24009289
6,1211.6545,577.45953,0.07562228,946.14014,486.83978,0.8574909,913.91705,323.66467,0.5151214,900.3763,176.70255,1.0,900.4938,177.02567,0.24759854
7,1211.4901,577.5189,0.07589155,946.07983,486.79642,0.8515242,913.8539,323.77222,0.5123031,900.5379,176.71751,1.0,900.75903,176.9811,0.24550691
8,1211.5587,577.4006,0.050033942,945.9458,486.735,0.83415055,913.5606,323.54233,0.558548,900.6365,176.7239,1.0,900.92865,176.95985,0.24875478
9,1344.466,356.45126,0.0477875,945.8907,486.81644,0.83570474,914.05707,323.70932,0.5175202,900.6888,176.83778,1.0,900.92035,177.15854,0.22344472
10,1343.369,356.02182,0.049509846,945.8055,486.8803,0.8304149,914.3144,323.849,0.48635885,900.6763,176.80128,1.0,900.9113,177.05789,0.23565291
11,1343.9695,356.03455,0.05220398,945.7649,486.99146,0.8515903,913.93024,323.75854,0.54171157,900.7162,176.87846,1.0,489.44257,1189.1785,0.23987255
12,1264.1901,512.2424,0.04812576,945.77057,486.9789,0.8585456,914.3749,324.01868,0.4800717,900.6729,176.95566,1.0,900.90027,177.22768,0.2382164
13,1344.1776,355.96936,0.052573718,945.759,487.07077,0.855454,914.31067,323.90222,0.4947359,900.7066,176.79793,1.0,489.4397,1189.1046,0.25313067
14,1344.0364,355.95526,0.055714563,945.7838,487.09167,0.8487629,913.6387,323.60004,0.5675269,900.7007,176.87279,1.0,489.41623,1188.9362,0.27421132
15,1344.2432,355.8931,0.058850136,945.84503,487.18158,0.8511902,913.85675,323.7392,0.5514307,900.6811,176.85999,1.0,489.47253,1188.951,0.27372965
16,1259.5831,514.1752,0.06423034,946.0115,487.11243,0.85352486,913.76373,323.60156,0.5612937,900.6939,176.8955,1.0,489.5196,1189.06,0.25220013
17,1258.9524,513.83386,0.06663258,945.9177,487.14978,0.86146736,914.0682,323.81296,0.54095113,900.68335,176.8984,1.0,489.44406,1188.9586,0.26054594
