scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,647.95514,745.97864,0.7436824,653.7807,586.9711,0.85339165,666.4458,425.34302,0.72431207,677.1798,208.7196,0.8359211,694.4023,121.79226,0.94481224
1,648.28046,745.47394,0.7201336,653.92786,586.2596,0.8371878,666.4795,425.1278,0.7007467,677.59906,208.0213,0.82072985,695.2224,121.47842,0.9478739
2,648.87726,745.1069,0.6427713,653.99854,586.0998,0.820569,666.4811,424.8473,0.6902284,678.158,207.87943,0.86582524,695.5794,121.469475,0.9618436
3,649.023,744.3372,0.58047414,653.678,585.21814,0.7858496,666.5827,423.90933,0.69092584,677.71625,207.54121,0.8816958,695.7182,120.78734,0.9347907
4,649.48157,743.1608,0.5842772,653.5525,584.74646,0.75346845,666.5643,423.33698,0.7296138,677.42584,206.92647,0.88545716,695.8438,120.519966,0.94114006
5,649.7558,743.73,0.54987746,653.56647,584.74445,0.7599117,666.7555,423.30768,0.73165095,677.9142,207.10005,0.8899072,696.0806,120.8665,0.95248246
6,649.5624,743.27405,0.5731765,653.549,584.80975,0.7605297,666.7379,423.28308,0.71942973,677.5968,206.9816,0.8861657,696.1584,120.93623,0.93943834
7,649.56665,743.3837,0.5660503,653.49023,584.84204,0.76719373,666.6041,423.35538,0.7292623,677.8664,207.04594,0.8887348,696.30994,120.82395,0.9549069
8,649.8072,743.382,0.538907,653.5557,584.78296,0.7543157,666.77673,423.41907,0.7455411,677.95557,207.0549,0.88252765,696.2143,120.80148,0.9532487
9,649.7138,743.3086,0.54612905,653.4919,584.72516,0.7510948,666.5561,423.50735,0.7139382,677.671,206.7361,0.89452976,696.2953,120.85198,0.9376038
10,649.7621,743.2971,0.5389364,653.4697,584.9849,0.7621748,666.5318,423.57492,0.70820004,677.88135,207.02965,0.88474137,696.3548,120.849884,0.9505446
11,649.7743,743.4203,0.5424481,653.47614,585.0134,0.76117545,666.55084,423.55402,0.6863723,677.68365,206.86617,0.879186,696.051,120.71366,0.94379234
12,649.6406,743.39624,0.5528357,653.42926,584.9689,0.7644023,666.5531,423.21793,0.69834995,677.3915,206.6827,0.883467,695.62866,120.666534,0.9375748
13,649.2167,744.60034,0.5948898,653.4614,585.0718,0.78577834,666.4921,423.43387,0.68529326,677.29047,206.6132,0.87775695,695.3037,120.840195,0.9291438
14,649.7579,743.6093,0.5931999,653.5698,585.2542,0.7922698,666.3591,423.5483,0.676482,677.1183,206.64421,0.8787531,695.1425,120.84298,0.93370825
15,649.13904,744.4065,0.5935222,653.60266,585.2347,0.7919329,666.23206,423.61508,0.68593335,676.44995,206.45502,0.9030786,694.87305,120.95376,0.9068701
16,649.30475,744.6215,0.6167607,653.5704,585.2108,0.7959011,666.2048,423.74774,0.69059473,676.789,206.4912,0.8957374,694.92975,120.97659,0.9102016
17,649.2931,744.6238,0.6009378,653.5546,585.23645,0.7863708,666.38605,423.72476,0.6899367,676.7385,206.5372,0.8934527,694.87396,121.02179,0.8966806
