scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,999.7664,599.9822,0.6773677,900.7099,484.591,0.8929915,900.79175,341.7691,0.9067921,882.913,141.09299,0.9112947,893.6968,35.171104,0.8973017
1,999.9048,599.92737,0.6294381,900.5356,484.56586,0.90713155,901.02466,341.35815,0.9228185,882.85114,141.12064,0.9062709,893.7542,34.979473,0.90140885
2,999.8558,599.7972,0.6632946,900.5183,484.58173,0.90288484,901.0045,341.3448,0.918638,882.80817,141.19281,0.90531933,893.8905,34.953148,0.9033871
3,999.7884,599.7974,0.6732907,900.4772,484.5871,0.90494424,901.0168,341.48727,0.92239857,882.87787,141.36595,0.9029743,893.9188,35.09034,0.9165393
4,999.7722,599.7654,0.6877317,900.4839,484.53732,0.8999617,901.015,341.48746,0.9246989,882.85956,141.55861,0.8957608,893.8514,35.215847,0.9271123
5,999.71936,599.7598,0.70522463,900.4543,484.6011,0.9073825,901.0084,341.4614,0.9065597,882.9278,141.50017,0.8917058,893.8948,34.968018,0.8940439
6,999.7513,599.7896,0.70959836,900.53186,484.61554,0.9048539,900.97076,341.41742,0.9039789,882.9009,141.60698,0.89469236,893.8909,34.968227,0.8918343
7,999.8684,599.7594,0.6804044,900.4329,484.4798,0.903584,901.0425,341.40817,0.90434194,882.84814,141.23766,0.8913595,893.7964,34.968975,0.90335935
8,999.77466,599.7656,0.6870332,900.44806,484.30533,0.9009718,900.9901,341.36154,0.90410125,882.927,141.06757,0.88841045,893.7644,35.011333,0.89195096
9,999.80676,599.7602,0.68978935,900.557,484.38098,0.8956608,900.99817,341.4397,0.91745895,882.8363,141.53163,0.88042337,893.6977,35.24116,0.9454711
10,999.7695,599.79083,0.68987226,900.5015,484.32587,0.8978789,900.9543,341.47833,0.9168502,882.9519,141.03934,0.88561416,893.75934,34.964066,0.9250026
11,999.7746,599.811,0.6849711,900.52783,484.6355,0.9052896,900.92126,341.50958,0.91054595,882.9157,141.19678,0.8893033,893.69147,35.245205,0.9397357
12,999.7988,599.74207,0.69131255,900.5687,484.64642,0.89706904,900.878,341.60934,0.91378075,882.8495,141.5151,0.8833667,893.753,35.240734,0.9230796
13,1000.0372,599.6941,0.6714305,900.50134,484.3243,0.89736587,900.8918,341.54922,0.9230086,882.88776,141.16158,0.8826979,893.7234,34.951775,0.9007541
14,1000.06793,599.6896,0.6835209,900.50934,484.56766,0.8960233,900.92346,341.51212,0.9139009,882.83466,141.3231,0.88912493,893.80023,35.01449,0.90343946
15,999.98865,599.71454,0.68250656,900.5135,484.49017,0.8925982,900.907,341.36533,0.9032394,882.8506,141.17813,0.88833874,893.8385,34.937126,0.9123505
16,999.97296,599.6459,0.6874567,900.498,484.322,0.9002196,900.79456,341.2123,0.90969235,882.8589,141.1196,0.88592714,893.7627,34.916824,0.9143279
17,1000.05023,599.70996,0.6781568,900.7612,484.59048,0.8806282,900.8744,341.57642,0.92988294,882.836,141.42166,0.87775624,893.85815,35.029648,0.9095497
