scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,954.6699,665.95074,0.54717886,947.5882,500.51718,0.87573767,941.0337,314.05884,0.77174133,933.44965,178.37071,1.0,933.11,178.90895,0.14036112
1,954.3199,665.76733,0.56409216,947.549,500.63403,0.86284655,941.0457,314.05783,0.7697612,933.6007,178.21709,0.9889796,1083.7847,397.39496,0.23056197
2,953.405,665.8213,0.6176573,947.53564,500.71414,0.82488537,940.98724,313.82776,0.71576846,932.7669,178.71722,1.0,932.469,179.29823,0.17924745
3,953.5799,665.69324,0.58807087,947.50934,500.75433,0.8318015,940.4459,314.5093,0.75451964,932.919,178.51128,1.0,932.68427,179.09756,0.177257
4,954.12244,665.6299,0.6400576,947.49756,500.8439,0.8116267,940.7426,314.70923,0.67908496,932.69794,178.66454,1.0,932.42505,179.27646,0.1750741
5,953.5543,666.16266,0.64344764,947.316,501.02307,0.83168143,940.8872,314.22025,0.6520907,932.4234,178.4723,1.0,931.88684,179.17001,0.16581134
6,953.43146,666.1298,0.6414257,947.25867,501.03336,0.84449357,940.9135,314.20166,0.6708017,932.3326,178.48717,1.0,931.73517,179.17123,0.17312913
7,953.3481,666.1409,0.64616734,947.1837,501.2018,0.82388633,940.9472,314.21927,0.63846385,932.37897,178.54697,1.0,931.78467,179.23076,0.15714966
8,953.3451,666.15405,0.65446407,947.2319,501.1719,0.8304059,940.9247,314.2348,0.6469984,932.18,178.54324,1.0,931.5932,179.21725,0.16524145
9,953.59595,666.1701,0.6476277,947.35205,501.1481,0.8502176,940.47845,314.767,0.6883874,932.22577,178.58786,1.0,931.66406,179.23785,0.1603024
10,953.8777,666.2287,0.6245673,947.3757,501.13306,0.8566737,941.00775,314.15533,0.69337785,931.6995,178.86249,1.0,930.8534,179.60335,0.16851625
11,954.13715,666.25775,0.63148576,947.32294,501.1524,0.8463596,940.5138,314.80313,0.70977616,931.74615,178.4406,1.0,960.3115,247.23495,0.16606545
12,954.3444,666.3675,0.6148201,947.29877,501.1146,0.8678702,940.99817,314.20605,0.69902503,931.9879,178.2255,1.0,931.3296,179.04991,0.15642293
13,954.37317,666.41486,0.56128097,947.30554,501.10535,0.8752572,941.0333,314.0962,0.69822025,931.87683,178.33597,1.0,931.1884,179.17216,0.150681
14,954.5742,666.6064,0.53472483,947.22284,501.1009,0.8628985,941.0846,314.1475,0.69959354,931.7933,178.51945,1.0,931.0375,179.31139,0.1553233
15,954.5643,666.5756,0.5340259,947.24774,501.17026,0.85363173,941.05896,314.13327,0.697278,931.78925,178.53012,1.0,931.0347,179.30142,0.15349688
16,954.5525,666.5488,0.54393005,947.25995,501.0993,0.86489344,940.9572,314.20743,0.6866294,931.8587,178.49557,1.0,931.073,179.27069,0.15872782
17,954.7441,666.6221,0.5050223,947.1117,501.25577,0.85609585,940.9148,314.13287,0.66570115,931.8709,178.44861,1.0,931.0467,179.31189,0.16161825
