scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1011.02625,548.39923,0.5939112,876.5369,467.90588,0.093220554,867.8551,307.99814,0.1822562,1795.2151,99.679634,0.75282866,873.9165,464.2084,0.16247004
1,1010.8478,548.3808,0.6002645,876.14075,468.14755,0.09462941,867.66876,307.97885,0.16181423,1795.0493,99.70364,0.7567225,873.57324,464.79517,0.19964732
2,1048.2992,468.13593,0.44457012,1728.3257,25.982014,0.3152543,867.6193,308.09824,0.3235661,825.7096,106.31337,0.6308126,873.4052,465.99875,0.38453287
3,1049.554,466.96,0.518979,1045.4021,467.47,0.13006824,867.57666,308.30923,0.34765548,825.15125,106.65905,0.77636665,873.8487,466.22818,0.40418258
4,898.1258,711.9679,0.79993033,872.5943,465.643,0.37870327,867.6602,308.5251,0.4193448,824.3426,106.73985,0.85689,841.06647,3.4971838,0.5306396
5,896.99603,712.02,0.70886457,873.63965,466.8026,0.64359397,867.52515,308.60446,0.64426786,824.4958,107.228546,0.89491475,841.00806,3.1177368,0.6542153
6,882.4586,625.9606,0.7349545,874.0791,466.83957,0.8128916,867.9146,308.3839,0.654726,825.1896,107.087074,0.89178336,841.825,3.6451063,0.71762156
7,881.73816,625.98865,0.73800284,873.9495,467.47125,0.8112423,867.9435,308.42227,0.6677321,826.3669,106.74369,0.91467255,842.8064,3.775673,0.73587644
8,881.3872,626.2104,0.7635832,874.19977,467.346,0.81636626,867.7702,308.50998,0.6691262,826.7697,106.559746,0.9292654,843.3249,4.102223,0.71781826
9,882.18726,626.45197,0.70547503,873.71027,467.5925,0.73063,867.95746,308.67178,0.69967717,826.4785,107.37626,0.8859304,842.6128,4.3056464,0.69000494
10,882.0025,626.5532,0.6935038,873.64166,467.87204,0.7284301,867.9859,308.71576,0.73284674,826.4389,107.39131,0.90524715,843.0893,4.5803947,0.7223818
11,882.1224,626.5524,0.6941934,873.68317,467.82004,0.712079,868.17615,308.87448,0.71259606,827.2134,107.299965,0.91694736,843.43115,4.776836,0.8157331
12,881.9748,626.592,0.6895276,873.67346,467.91727,0.6946054,868.12616,308.75882,0.72758734,827.0103,107.57032,0.9168632,843.62646,4.655441,0.80900156
13,881.87036,626.5411,0.68981344,873.473,467.9152,0.6865269,868.2777,308.8076,0.77707297,827.1277,107.22883,0.922749,843.8926,4.6546445,0.7693877
14,882.2737,626.3726,0.6696135,873.5649,467.9317,0.67917114,868.0664,308.8599,0.7823958,826.8997,107.22837,0.9086079,843.59796,4.445144,0.73268497
15,882.0188,626.4519,0.67489064,873.5798,467.89026,0.68439984,868.06726,308.87738,0.7838175,827.1441,107.02949,0.91135967,843.8657,4.3408675,0.7249044
16,882.2936,626.49884,0.6648918,873.57,467.90912,0.6781912,868.1751,308.85153,0.7793581,826.8357,106.92577,0.89795274,843.45404,4.1118345,0.6970269
17,882.1181,626.4444,0.6840187,873.4478,467.72534,0.69076586,868.0678,308.62125,0.7943908,826.91675,106.77081,0.8976474,843.7152,4.1487174,0.7232435
