scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.689892,5.2291274,35.80145,-23.841433,3.527828,37.059475,-21.752226,2.379125,40.128506,-20.077192,0.6270671,41.914837,-18.602297,-0.8179474,43.533096
1,-25.686373,5.230283,35.80212,-23.8376,3.5297608,37.05846,-21.7529,2.3785424,40.126648,-20.075663,0.6271334,41.91722,-18.601019,-0.8162533,43.53053
2,-25.684721,5.2329993,35.803024,-23.835775,3.5313396,37.062737,-21.748638,2.3795497,40.13068,-20.074287,0.6274294,41.919342,-18.599255,-0.8160606,43.53278
3,-25.679762,5.2345123,35.79967,-23.83251,3.5322232,37.06215,-21.746902,2.3808708,40.136917,-20.07307,0.6275726,41.921223,-18.597534,-0.8142463,43.533054
4,-25.677883,5.2346087,35.800434,-23.83012,3.535365,37.066055,-21.747213,2.3807175,40.137817,-20.072111,0.62782377,41.922745,-18.597715,-0.81514937,43.532764
5,-25.677326,5.236219,35.80061,-23.830296,3.536578,37.067276,-21.74795,2.3817852,40.1433,-20.0722,0.6285067,41.92244,-18.598145,-0.8130557,43.532974
6,-25.677624,5.237588,35.800915,-23.829931,3.5373433,37.067272,-21.74826,2.3845506,40.14706,-20.072432,0.62918425,41.922947,-18.598557,-0.81303734,43.53382
7,-25.677633,5.2378063,35.800938,-23.829527,3.5381582,37.06739,-21.74776,2.3839748,40.146305,-20.072453,0.6291066,41.92255,-18.598633,-0.8125288,43.53403
8,-25.678879,5.2383676,35.80272,-23.82844,3.5399647,37.06689,-21.747488,2.383993,40.146008,-20.072468,0.6307805,41.924515,-18.59918,-0.81202996,43.535736
9,-25.678547,5.239536,35.802967,-23.82947,3.5391026,37.06619,-21.75077,2.3849466,40.150414,-20.07309,0.6311134,41.92513,-18.598886,-0.8108819,43.53223
10,-25.67824,5.240076,35.80285,-23.829746,3.5386467,37.064407,-21.748644,2.3861063,40.147896,-20.073763,0.63111037,41.92634,-18.598753,-0.8109703,43.53212
11,-25.675982,5.244839,35.801537,-23.827126,3.5449953,37.068645,-21.749096,2.3888958,40.146557,-20.073542,0.632316,41.925682,-18.598845,-0.8094315,43.53179
12,-25.675106,5.2489967,35.80145,-23.824476,3.5512493,37.071583,-21.74588,2.3913524,40.14505,-20.073086,0.635655,41.926323,-18.598577,-0.809243,43.532448
13,-25.673317,5.250479,35.800377,-23.822676,3.5514019,37.072136,-21.748806,2.39406,40.158405,-20.071129,0.63605464,41.929203,-18.598745,-0.8082066,43.532726
14,-25.667835,5.251905,35.79629,-23.819685,3.5521429,37.070835,-21.747065,2.3956773,40.161533,-20.070265,0.63651776,41.92821,-18.597189,-0.80671287,43.53606
15,-25.66788,5.2519183,35.796364,-23.818851,3.5520997,37.069473,-21.747229,2.3955297,40.161236,-20.06937,0.63637966,41.930454,-18.596697,-0.8053728,43.53571
16,-25.667824,5.2516494,35.796093,-23.818077,3.5518334,37.068233,-21.74694,2.39556,40.161797,-20.06839,0.6363968,41.932938,-18.59569,-0.8047255,43.53899
17,-25.668037,5.2521133,35.797325,-23.81774,3.553989,37.06877,-21.745241,2.3964407,40.156918,-20.067722,0.6368647,41.935776,-18.595177,-0.80366147,43.537697
