scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,800.32153,847.9692,0.6211535,812.65076,687.68207,0.7840139,827.9834,526.5544,0.682171,814.9715,317.38144,0.94753,854.7034,214.71538,0.9618905
1,800.4163,848.27606,0.6168794,812.4252,687.97687,0.77731514,827.02454,527.22925,0.67581034,814.0335,317.83942,0.9530601,854.1221,215.696,0.95805943
2,800.459,848.2633,0.624529,812.4371,688.0251,0.7814339,827.00854,527.18585,0.69539016,814.1249,317.87073,0.9597354,854.48584,215.75214,0.99110377
3,800.4073,848.278,0.62176687,812.3278,688.0278,0.7635336,826.98486,527.2291,0.69359595,813.6426,317.52966,0.9627969,854.1926,215.76549,0.962022
4,800.42523,848.4425,0.6395221,812.41266,688.01776,0.77570915,826.97876,527.2538,0.6915245,813.7772,317.81516,0.9614867,853.8433,215.63426,0.9655084
5,800.7198,848.3894,0.6579544,812.3365,688.2484,0.764118,826.72906,526.9935,0.6489896,813.6305,317.67746,0.9661131,853.60516,215.62576,0.9395186
6,800.76306,848.4213,0.6616306,812.3226,688.25995,0.76267767,826.5016,527.0077,0.6510176,813.4844,317.3995,0.9729672,853.6541,215.5741,0.9297017
7,800.68884,848.45593,0.65611076,812.36273,688.2021,0.77373683,826.48285,527.0099,0.65150625,813.81696,317.7644,0.9726188,853.8626,215.88095,0.95693594
8,800.60077,848.3914,0.66135234,812.35077,688.2358,0.76313573,826.4211,527.0385,0.6617092,813.56384,317.5501,0.96378267,853.872,215.88535,0.96748877
9,800.61163,848.40674,0.65452754,812.4177,688.2222,0.76775146,826.39087,526.89526,0.6676014,813.59735,317.51788,0.9642093,854.01886,215.94872,0.9843248
10,800.57794,848.3615,0.65001464,812.40594,688.20544,0.75874764,826.52936,526.91223,0.6702206,813.6113,317.51785,0.9627767,854.1117,215.89946,0.9932675
11,800.58954,848.3784,0.64673185,812.3901,688.21594,0.7590493,826.40247,526.91266,0.68282354,813.9689,317.6658,0.9643447,854.77057,215.7764,0.9945844
12,800.59216,848.26825,0.6472717,812.3937,688.1775,0.7716704,826.4373,526.9451,0.6660605,814.0565,317.83054,0.9582998,855.0302,215.90536,0.9826096
13,800.53595,848.4058,0.64826787,812.4154,688.22656,0.7553165,826.4743,526.93085,0.66667634,814.0827,317.8262,0.96615237,855.0435,215.82756,0.96359336
14,800.53406,848.4049,0.64689875,812.3319,688.2442,0.75773567,826.3831,526.8711,0.6699347,813.8984,317.8066,0.96592146,854.91705,215.83813,0.96125215
15,800.51324,848.3991,0.64666015,812.3512,688.1959,0.7674024,826.3475,526.8093,0.6624327,813.8984,317.76025,0.9611646,854.87634,215.86035,0.9369768
16,800.4797,848.37256,0.6505446,812.2372,688.1969,0.76690483,826.3029,526.7648,0.6660635,813.80493,317.6919,0.9628903,854.8983,215.85327,0.95370555
17,799.2545,848.4385,0.6312257,812.04706,688.1476,0.76016563,825.87885,526.6975,0.6730484,813.6314,317.40887,0.96866816,854.97595,216.09282,0.9459405
