timestamp,marker
102644880221,0
102644895091,0
102644895746,0
102644905858,0
102644906058,0
102644916161,0
102644916297,0
102644929457,0
102644930223,0
102644942049,0
102644942654,0
102644952736,0
102644952826,0
102644963163,0
102644963274,0
102644973352,0
102644973438,0
102644983721,0
102644983852,0
102644993996,0
102644994081,0
102645004269,0
102645004365,0
102645014443,0
102645014538,0
102645024613,0
102645024699,0
102645034777,0
102645034864,0
102645044938,0
102645045031,0
102645055117,0
102645055229,0
102645065323,0
102645065413,0
102645075485,0
102645075573,0
102645085649,0
102645085740,0
102645095836,0
102645096012,0
102645106464,0
102645106655,0
102645116947,0
102645117117,0
102645127244,0
102645127352,0
102645137460,0
102645137576,0
102645147711,0
102645147873,0
102645157949,0
102645158042,0
102645168122,0
102645168238,0
102645178343,0
102645178443,0
102645188559,0
102645188674,0
102645198891,0
102645199106,0
102645209215,0
102645209316,0
102645219580,0
102645220094,0
102645230226,0
102645230372,0
102645240795,0
102645240972,0
102645251054,0
102645251209,0
102645261285,0
102645261419,0
102645271507,0
102645271694,0
102645281868,0
102645282023,0
102645292217,0
102645292512,0
102645302589,0
102645302727,0
102645312877,0
102645313009,0
102645323109,0
102645323228,0
102645333330,0
102645333435,0
102645343564,0
102645343872,0
102645353739,0
102645354015,0
102645364079,0
102645364180,0
102645374514,0
102645375282,0
102645385520,0
102645385720,0
102645396020,0
102645396151,0
102645406353,0
102645406601,0
102645416799,0
102645416964,0
102645427655,0
102645428456,0
102645439675,0
102645439913,0
102645450074,0
102645450353,0
102645460969,0
102645461214,0
102645471307,0
102645471413,0
102645481483,0
102645481569,0
102645491725,0
102645491884,0
102645501974,0
102645502134,0
102645512231,0
102645512417,0
102645522504,0
102645522683,0
102645532747,0
102645532832,0
102645542908,0
102645543175,0
102645553254,0
102645553374,0
102645563489,0
102645563598,0
102645573676,0
102645573782,0
102645583861,0
102645583950,0
102645594045,0
102645594258,0
102645604281,0
102645604499,0
102645615096,0
102645615458,0
102645625960,0
102645626159,0
102645637347,0
102645637623,0
102645647714,0
102645647881,0
102645657962,0
102645658086,0
102645668189,0
102645668775,0
102645678946,0
102645679035,0
102645689127,0
102645689486,0
102645699584,0
102645699682,0
102645709772,0
102645709894,0
102645720068,0
102645721526,0
102645731623,0
102645731757,0
102645742396,0
102645742536,0
102645752640,0
102645752787,0
102645762897,0
102645763092,0
102645773197,0
102645773347,0
102645783468,0
102645783709,0
102645793794,0
102645794145,0
102645804206,0
102645804273,0
102645814382,0
102645814559,0
102645824623,0
