scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,655.89886,560.483,0.5220275,900.0195,428.42203,0.85507566,873.3509,268.40558,0.7349293,856.84814,141.12613,0.17731856,872.7276,268.66522,0.12357188
1,655.9398,560.5989,0.55362576,900.05914,428.44916,0.8589835,873.4172,268.36752,0.7301302,856.8379,141.16345,0.1789799,872.8482,268.62073,0.120805204
2,655.9885,561.1441,0.4708469,900.0321,428.40466,0.86493963,873.2828,268.3069,0.7209724,856.6546,141.2344,0.18635932,872.6945,268.56866,0.12140857
3,656.03406,561.4873,0.4798932,900.04065,428.37906,0.8586987,873.2443,268.33783,0.72187287,856.5964,141.3123,0.18775581,872.6543,268.61868,0.12064397
4,656.9409,561.59125,0.5328662,900.003,428.361,0.8490326,873.2349,268.30743,0.7246908,856.4589,141.27742,0.19579922,872.653,268.59726,0.11922249
5,665.2305,468.7438,0.43678558,900.00885,428.35,0.8564671,873.1708,268.38516,0.7174596,856.71497,141.28065,0.1916908,872.5659,268.7053,0.12118812
6,665.57135,468.97574,0.43941808,900.03564,428.33102,0.857654,873.135,268.39313,0.71377563,856.71344,141.14407,0.18300644,872.52057,268.73193,0.12473469
7,665.6866,469.24802,0.42559496,900.01025,428.34564,0.84561414,873.33545,268.41208,0.7258549,856.78,141.06157,0.17631458,872.7743,268.7158,0.12195899
8,665.5326,469.2059,0.42545104,899.9856,428.2671,0.8608971,873.47406,268.39886,0.7070601,856.85693,140.974,0.17432363,872.9463,268.66965,0.11013842
9,665.34814,468.96124,0.43784672,900.0066,428.3369,0.85516006,873.1678,268.1322,0.71696156,856.6529,141.17711,0.17884216,872.9809,268.56506,0.12138254
10,655.7473,561.25525,0.43419224,900.0147,428.375,0.85768527,873.1389,268.16412,0.7195925,856.70624,141.11249,0.18013252,872.5634,268.4471,0.117713995
11,665.45953,469.0063,0.44378862,900.02167,428.35773,0.85748464,873.15906,268.17014,0.72057444,856.62866,141.17201,0.18212318,872.5933,268.45554,0.11924047
12,665.55115,468.85452,0.45301563,900.00146,428.3408,0.8642024,873.46985,268.43768,0.71918005,856.67456,141.17714,0.18540913,872.95276,268.70145,0.11524677
13,655.918,560.8972,0.48549625,900.02704,428.41458,0.86765105,873.17645,268.3275,0.72155,856.78894,141.19234,0.18389964,872.6153,268.63034,0.11880675
14,655.9593,560.9272,0.48705414,900.02454,428.4452,0.8672191,873.3535,268.43494,0.73552847,856.81915,141.19202,0.18261257,872.8072,268.7184,0.11862602
15,655.9442,560.8522,0.5205963,900.03485,428.43823,0.8739132,873.2585,268.42804,0.73911154,856.80457,141.19707,0.18326695,872.6824,268.7232,0.11931777
16,656.10175,560.9182,0.53744894,900.0466,428.46216,0.87150335,873.2408,268.33493,0.72917014,856.8483,141.24622,0.18542784,872.66736,268.63025,0.12174631
17,665.82874,468.8058,0.43397254,900.02124,428.42197,0.8732905,873.1407,268.33517,0.7233512,856.9769,141.26427,0.17569429,872.9543,268.78226,0.12597403
