scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-25.431849,5.822971,35.789524,-23.553722,4.128715,36.98034,-21.588076,2.8102608,40.037804,-20.194073,1.0611653,41.69724,-18.642977,-0.5787679,43.42726
1,-25.432375,5.8229623,35.787018,-23.55368,4.128722,36.980305,-21.588093,2.810278,40.037815,-20.194103,1.0611912,41.69711,-18.642508,-0.5788256,43.42852
2,-25.433638,5.8255544,35.788216,-23.555979,4.131793,36.98057,-21.588676,2.8095233,40.04481,-20.19552,1.0617648,41.696934,-18.643192,-0.5788929,43.428276
3,-25.434744,5.828523,35.78817,-23.557056,4.1341524,36.98074,-21.590836,2.8089447,40.045536,-20.19649,1.0622808,41.696575,-18.643927,-0.57883537,43.427948
4,-25.43601,5.830376,35.78642,-23.557919,4.134541,36.981476,-21.595396,2.810075,40.0513,-20.197351,1.0625381,41.6971,-18.642653,-0.57838124,43.42682
5,-25.436325,5.831415,35.78679,-23.55691,4.1374846,36.979244,-21.597128,2.8154128,40.055115,-20.195278,1.064782,41.69557,-18.642776,-0.5754178,43.428917
6,-25.436375,5.8372507,35.788383,-23.557404,4.1377068,36.979095,-21.595486,2.8158941,40.05402,-20.19426,1.0658734,41.69645,-18.643398,-0.574747,43.428894
7,-25.435467,5.840252,35.789185,-23.556208,4.140331,36.97907,-21.593653,2.8173969,40.048126,-20.19261,1.0677654,41.692894,-18.642658,-0.5738194,43.430904
8,-25.436815,5.850715,35.797386,-23.55302,4.144437,36.976517,-21.595354,2.8209958,40.057884,-20.187212,1.0687249,41.682323,-18.642164,-0.57248443,43.431534
9,-25.432713,5.852795,35.802197,-23.55265,4.148445,36.974457,-21.593884,2.820425,40.056694,-20.18192,1.0695895,41.689014,-18.64013,-0.56987387,43.42589
10,-25.433569,5.8540387,35.797474,-23.551294,4.1498,36.972633,-21.59201,2.822058,40.059612,-20.181303,1.0716742,41.688656,-18.63985,-0.5691467,43.429195
11,-25.438553,5.8451614,35.79362,-23.553982,4.1441884,36.977825,-21.59239,2.8180127,40.05195,-20.182318,1.0687265,41.690174,-18.640726,-0.5695809,43.426685
12,-25.437954,5.834587,35.790337,-23.55507,4.1382957,36.98252,-21.590742,2.817274,40.049145,-20.186953,1.0692385,41.682056,-18.64068,-0.569511,43.427364
13,-25.440447,5.830884,35.785866,-23.559055,4.1363177,36.97943,-21.591406,2.8148398,40.037033,-20.190071,1.0677441,41.68385,-18.642494,-0.5691793,43.430008
14,-25.440552,5.830847,35.786167,-23.56071,4.134453,36.973793,-21.593216,2.8133626,40.030373,-20.190378,1.0678074,41.68266,-18.642723,-0.5689715,43.429955
15,-25.441746,5.830824,35.785538,-23.561502,4.13434,36.974827,-21.593586,2.8127618,40.03025,-20.191488,1.0675907,41.68298,-18.642723,-0.5687432,43.429897
16,-25.442667,5.8306813,35.785896,-23.562222,4.1317167,36.97743,-21.594763,2.8118658,40.03073,-20.197567,1.0684186,41.692333,-18.643255,-0.56918347,43.428535
17,-25.441233,5.8307395,35.783398,-23.56178,4.131161,36.97643,-21.59096,2.8131456,40.041927,-20.18871,1.0686179,41.67912,-18.643559,-0.5692059,43.429665
18,-25.440428,5.8293343,35.78336,-23.561964,4.1315627,36.976185,-21.591505,2.8129077,40.040226,-20.19499,1.0695765,41.69146,-18.64352,-0.56921345,43.429657
