timestamp,quat1,quat2
231324235711,"(0.70770263671875, -0.7010498046875, -0.08770751953125, -0.00213623046875)","(0.0, 0.0, 0.0, 0.0)"
231324251113,"(0.70770263671875, -0.7010498046875, -0.08770751953125, -0.00213623046875)","(0.0, 0.0, 0.0, 0.0)"
231324263086,"(0.70770263671875, -0.70098876953125, -0.08770751953125, -0.00213623046875)","(0.0, 0.0, 0.0, 0.0)"
231324275679,"(0.70770263671875, -0.7010498046875, -0.08770751953125, -0.002197265625)","(0.0, 0.0, 0.0, 0.0)"
231324285920,"(0.7076416015625, -0.70111083984375, -0.08770751953125, -0.002197265625)","(1.0, -0.0003662109375, -0.0003662109375, -6.103515625e-05)"
231324295066,"(0.70758056640625, -0.701171875, -0.08770751953125, -0.002197265625)","(1.0, -0.00048828125, -0.00048828125, -6.103515625e-05)"
231324305170,"(0.70751953125, -0.70123291015625, -0.08770751953125, -0.002197265625)","(1.0, -0.0006103515625, -0.0006103515625, -6.103515625e-05)"
231324315885,"(0.70745849609375, -0.7012939453125, -0.08770751953125, -0.002197265625)","(1.0078125, -0.00067138671875, -0.00067138671875, -6.103515625e-05)"
231324325038,"(0.71527099609375, -0.7012939453125, -0.0877685546875, -0.00225830078125)","(1.0078125, -0.00067138671875, -0.00067138671875, -6.103515625e-05)"
231324334027,"(0.71527099609375, -0.7012939453125, -0.08782958984375, -0.0023193359375)","(1.0078125, -0.000732421875, -0.000732421875, -6.103515625e-05)"
231324340937,"(0.71527099609375, -0.7012939453125, -0.08782958984375, -0.0023193359375)","(0.76287841796875, 0.209228515625, 0.61175537109375, 0.000244140625)"
231324347176,"(0.71527099609375, -0.7012939453125, -0.08782958984375, -0.0023193359375)","(0.76287841796875, 0.209228515625, 0.61175537109375, 0.000244140625)"
231324355399,"(0.71527099609375, -0.7012939453125, -0.08782958984375, -0.0023193359375)","(0.76287841796875, 0.209228515625, 0.61175537109375, 0.000244140625)"
231324364182,"(0.71527099609375, -0.7012939453125, -0.087890625, -0.0023193359375)","(0.76287841796875, 0.209228515625, 0.61175537109375, 0.000244140625)"
231324373231,"(0.71527099609375, -0.7012939453125, -0.08795166015625, -0.00225830078125)","(0.76287841796875, 0.209228515625, 0.61175537109375, 0.000244140625)"
231324381518,"(0.71527099609375, -0.7012939453125, -0.08795166015625, -0.00225830078125)","(0.762939453125, 0.209228515625, 0.6116943359375, 0.000244140625)"
231324387722,"(0.70745849609375, -0.7012939453125, -0.08795166015625, -0.00225830078125)","(0.762939453125, 0.209228515625, 0.6116943359375, 0.000244140625)"
231324395166,"(0.71527099609375, -0.7012939453125, -0.08795166015625, -0.00225830078125)","(0.762939453125, 0.209228515625, 0.6116943359375, 0.000244140625)"
231324404287,"(0.7152099609375, -0.7012939453125, -0.08795166015625, -0.00225830078125)","(0.762939453125, 0.209228515625, 0.6116943359375, 0.000244140625)"
231324413756,"(0.715087890625, -0.701416015625, -0.0880126953125, -0.0023193359375)","(0.762939453125, 0.209228515625, 0.6116943359375, 0.000244140625)"
231324422818,"(0.71502685546875, -0.70147705078125, -0.08807373046875, -0.00238037109375)","(0.762939453125, 0.209228515625, 0.6116943359375, 0.000244140625)"
231324429024,"(0.7149658203125, -0.7015380859375, -0.08807373046875, -0.00238037109375)","(0.762939453125, 0.20916748046875, 0.6116943359375, 0.00030517578125)"
231324436065,"(0.7149658203125, -0.7015380859375, -0.08807373046875, -0.00238037109375)","(0.762939453125, 0.20916748046875, 0.6116943359375, 0.00030517578125)"
