scorer,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,485.42987,1185.5636,0.15652063,42.68071,90.78805,0.24031407,7.5521817,1176.3029,0.11084262,484.45895,1187.0272,0.13357182,485.23102,1184.1979,0.0832397
1,110.567856,1172.82,0.31900507,1802.5857,1183.8318,0.65767944,9.084394,1181.3583,0.08142816,486.61194,1184.6613,0.13473836,1801.1437,1189.6406,0.082317896
2,110.19708,1173.0497,0.225192,1803.0012,1184.545,0.59533066,8.114414,1176.6134,0.08686961,8.549972,1177.2759,0.13367595,1801.1508,1190.2717,0.06170016
3,109.31026,1173.0155,0.23842926,1802.969,1184.4994,0.5939463,7.7468476,1176.4362,0.09780712,8.302534,1177.0774,0.12913889,1803.5797,1188.3204,0.07076817
4,110.5887,1172.904,0.26057678,1803.7128,1185.2255,0.5271774,6.8089857,1175.9348,0.07972358,7.433484,1176.6771,0.12631594,1804.1167,1188.7335,0.065900825
5,110.22453,1173.2261,0.24867411,1803.2554,1184.7094,0.54830545,108.91171,1172.4988,0.09318282,484.51,1187.3105,0.12873597,1803.8702,1188.7069,0.06339883
6,111.29173,1173.7592,0.24301064,1803.5679,1186.1918,0.4366719,7.591649,1176.0967,0.08531972,8.178101,1176.7847,0.12797523,485.4728,1184.0275,0.048831478
7,110.92633,1173.9872,0.19880602,1804.27,1186.4326,0.43615916,7.1616235,1175.8761,0.07910419,7.776522,1176.5468,0.12847522,485.41675,1184.1454,0.05210663
8,111.25982,1174.7623,0.25089434,1804.2067,1187.2468,0.3299549,7.3070245,1176.129,0.08562422,7.8968487,1176.7104,0.13293752,488.6836,1187.0743,0.057765864
9,486.2276,1185.4475,0.21538712,1804.9237,1186.8774,0.38770634,781.91266,541.75275,0.104292005,486.79575,1184.7815,0.1333626,485.8427,1184.3002,0.069036
10,111.936134,1174.8074,0.23786792,1804.5128,1186.4025,0.42707673,781.8621,541.5123,0.0830561,5.9629345,1176.217,0.122560695,485.35104,1184.5349,0.055742387
11,112.09153,1174.5289,0.26914206,1804.067,1186.3314,0.45851842,782.18866,542.16187,0.12606429,5.755469,1176.754,0.1411879,485.55475,1184.5566,0.06689936
12,112.1452,1176.2814,0.22461335,1804.3134,1186.8452,0.36628225,781.91583,541.6833,0.10296253,6.898479,1176.6521,0.1534632,485.79016,1184.6683,0.075185895
13,486.2644,1185.4669,0.21339773,1803.7361,1186.6033,0.33739695,781.47864,541.2791,0.07187439,6.649041,1176.7166,0.15709218,485.83606,1184.3877,0.07363974
14,486.14847,1185.4645,0.20602411,1804.1528,1187.1797,0.27554634,781.7522,541.5152,0.10122967,6.4370027,1176.9363,0.14579748,485.64594,1184.4137,0.058236837
15,486.0249,1185.3933,0.21728918,1399.1205,1181.9565,0.26948148,787.0405,542.46326,0.083006114,6.545984,1177.1415,0.15285528,485.6259,1184.6023,0.060640097
16,110.478325,1177.5027,0.11642182,1804.0098,1187.0564,0.2958786,781.7061,541.49,0.11324073,486.70367,1184.3951,0.12552102,486.15195,1187.3563,0.07866907
