scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-28.015276,7.432084,32.74487,-26.462244,5.330984,33.909496,-24.652325,3.6610415,36.85176,-23.28587,1.5184127,38.756176,-21.7313,0.040929593,40.62383
1,-28.00325,7.4386544,32.743214,-26.452808,5.3416376,33.914505,-24.646675,3.6682165,36.85124,-23.279125,1.5228896,38.748447,-21.725069,0.046147034,40.63066
2,-27.991625,7.440891,32.743526,-26.446112,5.348184,33.914665,-24.646326,3.6689057,36.8577,-23.274849,1.5286442,38.747993,-21.719473,0.049558856,40.6255
3,-27.993872,7.4424577,32.74606,-26.447773,5.3487906,33.91677,-24.645752,3.6691964,36.8576,-23.276049,1.5290129,38.74988,-21.721638,0.049524553,40.62996
4,-27.994741,7.443231,32.74712,-26.448658,5.3492293,33.91788,-24.645807,3.6694598,36.85841,-23.277306,1.5294433,38.7519,-21.721445,0.04978968,40.62974
5,-28.003105,7.4369354,32.753437,-26.452213,5.3444614,33.91865,-24.641705,3.6723576,36.85314,-23.279026,1.5244573,38.750458,-21.720446,0.04964603,40.621357
6,-28.021711,7.4230103,32.746925,-26.469305,5.3291926,33.91137,-24.655437,3.65665,36.844788,-23.287691,1.5164986,38.75786,-21.733294,0.039109822,40.621655
7,-28.036392,7.4126825,32.74717,-26.484877,5.317069,33.91807,-24.66554,3.6463,36.849953,-23.293484,1.5085368,38.758324,-21.749273,0.032619085,40.633907
8,-28.043003,7.4046288,32.740383,-26.486313,5.312218,33.918415,-24.668097,3.6411934,36.845127,-23.295746,1.5043594,38.759132,-21.749718,0.0319746,40.632847
9,-28.035677,7.4079957,32.73169,-26.482937,5.314487,33.921314,-24.661968,3.6452453,36.8486,-23.29274,1.5079904,38.758488,-21.744474,0.03519241,40.635696
10,-28.023695,7.4156394,32.742622,-26.47203,5.322219,33.916004,-24.657581,3.6516027,36.84724,-23.289808,1.5114892,38.757355,-21.734419,0.036045227,40.62985
11,-28.023083,7.419703,32.742653,-26.471048,5.3244786,33.913662,-24.656088,3.6546018,36.84767,-23.288725,1.5159006,38.758907,-21.733541,0.038227297,40.6277
12,-28.0229,7.4203525,32.742455,-26.470402,5.3249416,33.91285,-24.655916,3.6548476,36.848015,-23.288591,1.5159092,38.758793,-21.731504,0.041504577,40.624825
13,-28.020494,7.4211764,32.740627,-26.467764,5.3278446,33.913746,-24.653214,3.6576874,36.856056,-23.288103,1.5181285,38.75784,-21.730747,0.041273784,40.62602
14,-28.014517,7.4280324,32.747787,-26.463175,5.3298264,33.912247,-24.649797,3.66091,36.854797,-23.284138,1.520839,38.750874,-21.728552,0.0420425,40.62495
15,-28.014704,7.42783,32.747482,-26.463776,5.330767,33.914486,-24.649233,3.6606653,36.853184,-23.284246,1.5207734,38.75086,-21.72706,0.04272851,40.625553
16,-28.014538,7.4281774,32.747803,-26.463387,5.3328853,33.915806,-24.645956,3.6603756,36.849163,-23.284166,1.5208406,38.751194,-21.72668,0.04310696,40.62448
17,-28.013094,7.4279013,32.74592,-26.46187,5.3299203,33.91283,-24.649403,3.6606345,36.85627,-23.28294,1.519736,38.752003,-21.725355,0.04209587,40.63058
18,-28.012974,7.427794,32.745876,-26.461222,5.329359,33.911713,-24.648882,3.6606276,36.855076,-23.282654,1.5196451,38.75163,-21.7242,0.041472156,40.629208
