scorer,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,878.71655,819.8332,0.665086,848.177,674.84045,0.79193574,824.84534,518.23505,0.76662564,793.98486,408.33127,0.93114036,754.4855,272.72382,0.6210332
1,880.0953,817.57635,0.6390879,848.1475,674.6468,0.7893954,824.5359,518.3732,0.77660877,793.9692,408.46555,0.9221339,754.9454,272.96094,0.6325975
2,879.94836,817.41895,0.6747483,848.2693,674.5946,0.82528704,824.56177,518.22986,0.8283353,793.9958,408.26572,0.93612826,754.94794,272.8952,0.6186372
3,880.00635,817.5293,0.59286946,848.23285,674.6206,0.82143253,824.5239,518.25977,0.8285033,794.0105,408.26514,0.9336609,754.9845,272.89566,0.61879814
4,878.09546,819.78625,0.6156694,848.3382,674.66187,0.8127924,824.4971,518.3391,0.8246223,794.13226,408.35815,0.9282844,754.86536,273.04065,0.64365476
5,876.84125,819.0658,0.6615819,847.3889,673.9273,0.75469756,824.52936,518.2209,0.8165469,794.4009,408.11682,0.93726313,754.5991,272.87094,0.62701714
6,875.4012,817.6694,0.55490667,847.09753,673.9358,0.7573024,824.6744,518.1138,0.80631214,794.5068,408.18344,0.9254743,755.11676,272.10178,0.6259707
7,872.55707,817.1535,0.5976524,847.0586,673.46265,0.7422111,824.6088,518.2358,0.822076,793.82635,407.33435,0.9354225,754.9749,272.08704,0.6358134
8,870.9013,816.64197,0.5644768,846.54517,672.9869,0.73962146,824.7182,518.2525,0.8031922,793.7703,407.32806,0.94293433,754.9392,272.01376,0.63826495
9,872.8463,890.4809,0.48492736,845.5201,669.98975,0.78161615,822.9218,518.15656,0.8211517,793.73016,407.07224,0.9469574,754.81,272.05695,0.6352636
10,874.27686,808.3467,0.6368335,845.725,667.3601,0.7813529,822.8382,518.597,0.8122974,793.6765,407.46054,0.9303172,754.87744,272.0493,0.63798577
11,878.85077,798.80786,0.61078984,847.28485,664.44385,0.7854655,822.49304,518.1723,0.8261421,793.82587,407.04816,0.9541066,755.0138,272.02866,0.63552207
12,883.44617,790.688,0.5297394,847.6096,662.5292,0.75816506,822.5379,517.47217,0.83429164,793.622,406.7243,0.95119506,754.8611,271.61194,0.65126044
13,883.8378,788.6579,0.74095076,848.2071,661.3023,0.75354207,820.86096,517.8733,0.83817196,792.546,406.54703,0.9251277,753.9326,271.89856,0.6906089
14,887.65015,785.91547,0.65047157,849.11914,661.08716,0.7022513,820.6848,517.70776,0.8226148,792.0555,406.51337,0.90543675,753.6221,272.06247,0.64812094
15,891.1472,786.43066,0.715467,849.1853,661.0163,0.71565324,820.0851,518.5305,0.80896354,791.2362,407.2178,0.9145194,752.11945,271.86493,0.68985236
16,897.7232,783.7959,0.70815575,849.6176,661.59094,0.66517216,818.94934,519.9364,0.79778284,789.762,408.52847,0.92165184,750.4153,272.11276,0.71873707
17,899.6436,783.95337,0.6874506,849.4346,662.8211,0.78830135,818.8098,519.91327,0.7896288,789.77423,409.05286,0.92829865,750.61566,273.09268,0.7249338
