timestamp,marker
205724195977,0
205724206082,0
205724206539,0
205724216705,0
205724216998,0
205724227156,0
205724227373,0
205724238228,0
205724238626,0
205724248776,0
205724249006,0
205724260306,0
205724260682,0
205724270766,0
205724270974,0
205724281058,0
205724281166,0
205724291307,0
205724291416,0
205724301628,0
205724301945,0
205724312191,0
205724312344,0
205724322427,0
205724322826,0
205724332951,0
205724333067,0
205724343183,0
205724343311,0
205724353669,0
205724353834,0
205724363959,0
205724364132,0
205724374255,0
205724374372,0
205724384532,0
205724384698,0
205724394929,0
205724395217,0
205724405324,0
205724405448,0
205724415629,0
205724415772,0
205724425851,0
205724425967,0
205724436042,0
205724436148,0
205724446220,0
205724446306,0
205724456395,0
205724456522,0
205724466919,0
205724467039,0
205724477119,0
205724477218,0
205724487351,0
205724487459,0
205724497538,0
205724497633,0
205724507705,0
205724507785,0
205724517862,0
205724517959,0
205724528040,0
205724528131,0
205724538271,0
205724538695,0
205724548770,0
205724548860,0
205724558945,0
205724559061,0
205724569138,0
205724569235,0
205724579309,0
205724579395,0
205724589469,0
205724589588,0
205724599659,0
205724599740,0
205724609890,0
205724610003,0
205724620079,0
205724620163,0
205724630241,0
205724630487,0
205724640567,0
205724640667,0
205724650743,0
205724650836,0
205724660916,0
205724661017,0
205724671100,0
205724671228,0
205724681630,0
205724681738,0
205724691818,0
205724691930,0
205724702417,0
205724702527,0
205724712606,0
205724712718,0
205724722796,0
205724722897,0
205724732978,0
205724733093,0
205724743175,0
205724743294,0
205724753421,0
205724753531,0
205724763608,0
205724763708,0
205724773843,0
205724774029,0
205724784039,0
205724784215,0
205724794304,0
205724794426,0
205724804503,0
205724804605,0
205724814686,0
205724814803,0
205724824890,0
205724825028,0
205724835111,0
205724835242,0
205724845389,0
205724845522,0
205724855599,0
205724855701,0
205724865782,0
205724865889,0
205724875975,0
205724876092,0
205724886176,0
205724886287,0
205724896374,0
205724896496,0
205724906584,0
205724906716,0
205724916940,0
205724917094,0
205724927413,0
205724927542,0
205724937686,0
205724937835,0
205724948067,0
205724948180,0
205724958450,0
205724958561,0
205724968651,0
205724968766,0
205724978848,0
205724978969,0
205724989120,0
205724989266,0
205724999407,0
205724999528,0
205725009678,0
205725009869,0
205725019956,0
205725020071,0
205725030194,0
205725030311,0
205725040398,0
205725040519,0
205725050597,0
205725050692,0
205725060858,0
205725060957,0
205725071039,0
205725071150,0
205725081301,0
205725081427,0
205725091507,0
205725091618,0
205725101696,0
205725101790,0
205725111873,0
205725111987,0
205725122075,0
205725122172,0
205725132656,0
205725132780,0
205725143058,0
205725143159,0
205725153309,0
205725153441,0
205725163526,0
205725163643,0
205725173724,0
205725173845,0
205725183928,0
205725184029,0
205725194287,0
205725194403,0
205725204487,0
205725204591,0
205725214680,0
205725214798,0
205725225066,0
205725225222,0
205725235307,0
205725235407,0
205725245499,0
205725245622,0
205725255705,0
205725255804,0
205725265884,0
205725265999,0
205725276082,0
205725276186,0
205725286271,0
205725286374,0
205725296598,0
205725296734,0
205725306812,0
205725306928,0
205725317026,0
205725317150,0
205725327229,0
205725327343,0
205725337422,0
205725337538,0
205725347720,0
205725347814,0
205725357894,0
205725358002,0
205725368122,0
205725368253,0
205725378409,0
205725378512,0
205725388658,0
205725388874,0
205725398953,0
205725399074,0
205725409151,0
205725409250,0
205725419331,0
205725419438,0
205725429520,0
205725429630,0
205725439763,0
205725439913,0
205725449990,0
205725450089,0
205725460252,0
205725460381,0
205725470461,0
205725470562,0
205725480639,0
205725480734,0
205725490814,0
205725490925,0
205725501002,0
205725501102,0
205725511392,0
205725511523,0
205725521601,0
205725521710,0
205725531849,0
