scorer,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1645.6085,1069.5548,0.059425823,1690.4191,1101.563,0.12041365,1644.9083,1069.7184,0.076563075,208.31718,772.23364,0.16430137,1643.9606,1078.9229,0.08849601
1,1645.5677,1069.4331,0.06385268,1690.2377,1101.661,0.12942365,1644.9233,1069.6008,0.07152241,29.673372,248.92627,0.17958377,1643.9058,1079.1267,0.07727982
2,1645.6787,1069.4291,0.06739337,1690.2377,1101.5596,0.120795175,1644.9977,1069.631,0.07284337,209.58698,770.8088,0.16513161,1643.968,1079.1053,0.07918353
3,1645.5941,1069.365,0.06312825,1690.1155,1101.662,0.12194788,1644.9412,1069.6088,0.0707841,209.6322,770.79193,0.16453566,1643.8799,1079.312,0.073594436
4,1645.6555,1069.4509,0.07130541,1690.1931,1101.7324,0.120707355,1644.9089,1069.6239,0.07553369,25.373505,248.51924,0.1554734,1643.907,1079.0587,0.07640557
5,1645.3341,1069.0729,0.06032195,1690.5857,1101.2505,0.10186485,1644.6982,1069.3817,0.07325054,25.416122,248.55627,0.15365179,1643.5518,1079.6086,0.071917765
6,1645.5376,1069.2856,0.06714185,1650.2615,1069.6147,0.113367856,1644.8145,1069.6187,0.07547771,25.416735,248.47678,0.16503349,1643.6957,1079.341,0.07855609
7,1645.4708,1069.1763,0.061293498,1650.2214,1069.5863,0.11410539,1644.727,1069.5533,0.079450645,25.415127,248.4131,0.16435929,1643.6588,1079.4498,0.067927904
8,1645.4517,1069.0994,0.057941347,1650.2322,1069.4991,0.11139561,1644.6674,1069.4525,0.07294433,25.405735,248.4358,0.160276,1643.6025,1079.5105,0.062766634
9,1645.4467,1068.8978,0.047867797,1650.3978,1069.37,0.088929355,1644.7308,1069.3849,0.07855503,25.467422,248.44771,0.16135275,1643.5819,1079.7861,0.06180409
10,1645.64,1068.879,0.050099216,1690.9916,1101.5878,0.09470583,1644.9427,1069.3959,0.08673657,25.437084,248.35461,0.15016098,1643.7908,1079.569,0.07635581
11,1645.5696,1069.095,0.055356737,1690.8654,1101.5746,0.103421606,1644.8593,1069.5183,0.08006323,25.389027,248.45811,0.14681973,1643.7131,1079.456,0.07694422
12,1645.5857,1068.963,0.049366683,1690.7688,1101.4875,0.10638468,1644.9006,1069.4578,0.08562592,25.316664,248.66747,0.14879972,1643.8202,1079.4238,0.079884365
13,1645.3793,1068.965,0.039172594,1650.3679,1069.3795,0.09131859,1644.7048,1069.4093,0.08047463,25.446613,248.592,0.15207046,1643.6588,1079.7007,0.07466976
14,1645.4963,1069.1523,0.051552515,1691.0347,1101.3003,0.096218295,1644.8127,1069.5886,0.081893034,25.377243,248.62411,0.1435402,1643.668,1079.4814,0.079922326
15,1645.5068,1069.2543,0.06270285,1690.2913,1101.7699,0.12069568,1644.8434,1069.7411,0.08008063,25.33479,248.80957,0.14456087,1643.7112,1079.403,0.08432533
