scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1004.56824,586.5336,0.7682152,877.2131,492.15805,0.9092725,848.7406,312.14722,0.7175669,840.89874,165.3132,1.0,983.9396,392.41937,0.091398016
1,1004.38934,586.70465,0.7577299,877.3294,492.28937,0.89177746,848.71594,312.09183,0.7090283,841.1616,165.3841,1.0,986.30524,384.70737,0.15854636
2,1004.1554,587.20685,0.76049954,877.25507,492.2064,0.8855043,848.6166,312.07288,0.6818308,840.97107,165.15283,1.0,987.44354,382.16934,0.17930904
3,1004.19745,587.0021,0.77192163,877.2982,492.26547,0.8913519,848.557,312.1243,0.6895764,840.9007,165.19078,1.0,985.81573,385.68515,0.15919134
4,1004.3917,586.369,0.8114554,877.3427,492.31635,0.8849935,848.6654,311.93433,0.7044877,840.918,165.27965,1.0,984.9354,387.04608,0.14965074
5,1004.3537,587.13947,0.7948593,877.4517,492.39743,0.8907758,848.73975,312.10428,0.7219589,840.69977,165.15553,1.0,983.1487,392.2191,0.18293469
6,1004.2823,586.9772,0.8031334,877.4858,492.3211,0.8853567,848.86957,312.18756,0.7271165,840.68964,165.09729,1.0,982.8985,393.138,0.16435981
7,1004.435,586.7465,0.8187955,877.4685,492.35052,0.87627786,848.8833,312.16205,0.73303306,840.8444,165.51352,1.0,983.4501,391.4904,0.17672606
8,1004.6474,586.49884,0.8326566,877.4926,492.30255,0.88844067,848.845,312.1173,0.7363188,840.94073,165.01163,1.0,983.23865,391.7807,0.18500742
9,1004.59393,587.16797,0.8039498,877.57184,492.3385,0.901998,849.04596,312.30853,0.71935624,840.9435,165.18446,1.0,982.89087,391.95334,0.15408008
10,1004.5595,587.34076,0.8216534,877.58984,492.38797,0.9044708,849.0816,312.3381,0.7176705,840.98975,165.2541,1.0,983.3588,391.9206,0.16028197
11,1004.59,587.02606,0.8515164,877.87,492.2704,0.91665125,849.08563,312.2627,0.7083782,841.1067,164.86699,1.0,983.70703,391.2221,0.17380852
12,1004.6247,587.5125,0.8186571,877.71173,492.5084,0.90832585,849.08887,312.36993,0.7049823,840.92035,165.40364,1.0,983.4535,393.09097,0.21825875
13,1004.6441,587.31134,0.8070792,877.68896,492.12717,0.8874421,849.01654,312.2412,0.7404433,840.967,165.06918,1.0,983.7233,391.36664,0.13524917
14,1004.6952,587.17017,0.7559241,877.7262,492.04898,0.8857609,849.081,312.35837,0.7264556,841.16455,164.731,1.0,841.82245,165.49756,0.097480625
15,1004.7476,587.20557,0.8089922,877.6924,492.11618,0.8877697,849.0207,312.30496,0.72322285,841.01184,165.17928,1.0,982.5633,391.63455,0.1011823
16,1004.7949,587.281,0.79960257,877.7202,492.19504,0.89438474,849.00757,312.2543,0.7031726,841.0585,164.70879,1.0,849.5623,311.23923,0.11335079
17,1004.76404,587.2613,0.8072702,877.8331,492.24716,0.9222966,848.91425,312.23453,0.701906,841.155,164.74574,1.0,849.4331,311.21606,0.10297534
