scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,825.9597,754.7841,0.9008638,800.83014,602.0734,0.9357891,782.3148,441.51343,0.8969563,778.0806,315.9217,1.0,772.3994,159.96341,0.9594835
1,826.65607,753.6067,0.8556285,801.2693,601.5469,0.93877584,783.2911,440.36826,0.910752,778.84564,315.68054,1.0,772.7813,159.10704,0.96351767
2,826.73834,753.32825,0.8270438,801.07294,601.4773,0.9238969,783.293,440.36978,0.91560346,778.53326,315.29684,1.0,772.7824,159.12968,0.9664539
3,826.68884,753.34595,0.82849413,800.8762,601.4254,0.9062993,782.8204,440.5109,0.910671,778.35,315.25992,1.0,772.17737,158.9642,0.96612823
4,825.3076,752.7628,0.812282,799.94116,600.07117,0.8736887,781.8014,439.0114,0.9655805,777.2937,314.20535,1.0,771.0689,158.26875,1.0
5,822.9152,751.5605,0.7976115,798.45917,598.7162,0.929342,781.41595,437.80048,0.9807791,777.11835,312.74606,1.0,770.81915,156.67198,1.0
6,822.9218,751.56537,0.7976202,797.8821,598.7149,0.9672099,781.1635,437.75467,0.9822422,776.6466,312.61398,1.0,770.5888,156.68065,1.0
7,822.67554,751.70337,0.795844,797.69836,599.14404,0.97939754,780.7347,438.07336,0.9995576,776.3078,313.5064,1.0,770.14954,157.36197,1.0
8,822.46704,751.7277,0.8002349,797.4098,599.1017,0.9923628,780.4423,438.03256,1.0,775.9236,313.68173,1.0,769.46735,158.28897,0.9745706
9,822.814,751.9104,0.7822696,797.49274,599.20636,0.982536,780.5892,438.14304,1.0,776.04913,313.9355,0.99015677,769.59076,158.3988,0.9715207
10,823.3141,752.00836,0.7631675,797.5543,599.3062,0.9762184,780.54614,438.74567,0.9985774,776.0632,314.0023,1.0,769.54553,158.3908,0.96814376
11,823.19366,752.04694,0.78188175,797.5542,599.318,0.97686964,780.6142,438.4337,1.0,776.0322,313.8679,0.99829364,769.6446,158.34042,0.97595584
12,823.08777,752.0898,0.785142,797.54944,599.35236,0.9661691,780.589,438.1635,1.0,776.0123,313.7176,0.9927059,769.78,158.21971,0.9836761
13,823.246,752.2086,0.78424513,797.43005,599.45575,0.9806198,780.3587,438.37488,1.0,776.03345,313.86545,1.0,769.7983,158.2553,0.9783565
14,823.3721,752.33575,0.7850111,797.3145,599.5846,0.9838187,780.128,438.54666,0.9961245,776.0806,314.01382,1.0,769.3962,158.5967,0.95107716
15,823.52014,752.51776,0.7770564,797.23706,599.77673,0.9754859,779.731,438.70676,1.0,775.69116,314.23294,0.9887071,769.036,158.74431,0.9343513
16,823.6963,752.76276,0.7881291,797.1692,599.9309,0.96813196,779.31976,438.87906,0.9822265,775.3083,314.46796,0.9794269,768.8579,158.84052,0.9378972
17,823.8432,752.55615,0.7825567,797.06555,599.9289,0.9558186,779.1519,439.01416,0.9743234,774.97186,314.58163,0.9768188,768.92786,158.88232,0.93760705
18,823.8666,752.5872,0.78167236,796.9777,599.9333,0.9581969,778.9719,439.09082,0.95996195,774.69586,314.60593,0.9822657,769.1017,158.9245,0.9338127
