scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1024.1837,1189.4252,0.058719136,89.54269,1173.2145,0.080106415,1868.8224,238.91206,0.06880997,1869.2028,238.85966,0.061564576,1817.6465,246.34035,0.11175596
1,1024.0403,1189.4482,0.06418399,96.460625,1170.0387,0.06930491,1817.0895,247.78307,0.06132307,1817.7645,248.48386,0.05370196,1817.4702,246.55496,0.19177613
2,1024.0454,1189.4185,0.06410597,91.34015,1171.4414,0.09502615,1869.462,236.62845,0.10596871,1869.383,238.12053,0.07869508,1817.4075,246.74533,0.17614178
3,1024.0297,1189.4232,0.068588205,98.66938,1169.3984,0.09992035,1830.4939,381.05243,0.0739799,1817.6998,248.72249,0.05017778,1817.3885,246.8074,0.17970222
4,1024.1344,1189.4363,0.06956527,91.39672,1171.8823,0.08843979,1869.228,236.4464,0.14819121,1869.2189,237.7887,0.10619861,1817.4248,246.75418,0.13648202
5,1024.3156,1189.3298,0.06574524,95.28136,1169.4904,0.15144628,1869.0833,236.30833,0.14580841,1869.095,237.7156,0.09967424,1817.3873,246.70038,0.13099577
6,1024.1246,1189.3425,0.07681008,96.15437,1169.7279,0.11575289,1869.0381,236.31819,0.16589122,1869.0623,237.70827,0.10308776,1817.3314,246.71593,0.13306017
7,1024.0055,1189.4008,0.082088634,91.93552,1170.7206,0.12528665,1869.1359,236.31378,0.16171487,1869.1284,237.68007,0.09408699,1817.307,246.7667,0.1667557
8,1023.9652,1189.3893,0.07973991,95.39908,1169.7839,0.09822097,1869.0643,236.34494,0.13847953,1869.0305,237.77785,0.09330993,1817.3497,246.68642,0.14177454
9,1024.046,1189.3628,0.07274357,96.402664,1169.7119,0.071577735,1876.9065,229.85829,0.08757304,1869.302,237.96324,0.091359444,1817.5156,246.84924,0.16944021
10,1024.0311,1189.363,0.074752666,90.790215,1172.4414,0.07470476,1831.4243,379.42242,0.13059027,1869.2432,237.86775,0.080929115,1817.4968,246.92662,0.1706667
11,1024.0375,1189.3474,0.07985936,97.0675,1169.1378,0.061163045,1869.1808,236.26126,0.13330214,1869.1938,237.84906,0.08603966,1817.4373,246.77415,0.15770073
12,1024.2457,1189.3138,0.0785573,90.69575,1171.2888,0.10804332,1869.2505,236.5755,0.103584714,1869.1876,238.26933,0.0769674,1817.2365,246.67384,0.14930283
13,1023.903,1189.3379,0.08156613,1816.6986,247.02667,0.04001684,1868.525,238.7924,0.07860939,219.28513,1184.8523,0.05581436,1817.3483,246.813,0.18226215
14,1023.9184,1189.3213,0.0778071,1816.8458,247.15138,0.04413028,1869.1558,236.8069,0.103555016,1868.9928,238.6709,0.042989448,1817.4044,246.90141,0.17781623
15,1023.92957,1189.3188,0.07562476,1816.6646,247.0447,0.04603666,1869.1421,236.74939,0.11022271,1869.0166,238.55682,0.045677837,1817.3123,246.81258,0.19628838
16,1023.95776,1189.3175,0.07266208,1816.4882,246.97243,0.04616945,1868.9307,236.74792,0.115459695,218.59814,1184.5671,0.05305282,1817.2623,246.72281,0.17193462
