scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,865.2642,833.47314,0.609144,853.19867,674.51447,0.87353736,850.6555,512.26685,0.7844665,825.0669,295.5876,0.91427064,866.4848,202.38762,0.83998865
1,861.75397,847.3389,0.5613307,849.05316,686.4084,0.8605808,845.37384,525.494,0.66028595,818.959,308.5025,0.91918975,860.81525,214.80783,0.92416173
2,859.10834,856.94586,0.6169341,846.4057,697.61224,0.7364505,841.33813,535.9806,0.74451214,813.1943,318.94534,0.89054096,855.38696,226.1924,0.8842954
3,855.4709,859.4002,0.71211386,842.39374,700.90436,0.7080586,836.8027,540.3406,0.7324352,808.13873,325.67084,0.93234324,849.2702,231.03513,0.9395001
4,856.4699,859.4372,0.6726281,842.8514,701.1036,0.71309453,837.4519,540.56824,0.69870347,809.7541,326.85425,0.88407344,849.39844,231.99565,0.93211263
5,856.5529,858.7627,0.655321,842.906,700.56647,0.7106493,839.21625,539.8733,0.7639656,811.96014,326.68707,0.93071246,851.1092,231.5747,0.9593024
6,856.48413,858.5249,0.6504768,843.45654,700.3305,0.74910694,840.4273,539.0373,0.74626803,813.2088,326.84372,0.92732537,852.2198,231.2464,0.9646206
7,855.99,857.4185,0.630957,843.00507,698.7292,0.73832023,841.1257,537.83344,0.74829066,813.8901,325.98807,0.9539607,852.22845,230.56416,0.9468704
8,855.94403,856.6439,0.57730234,843.03925,697.92114,0.71243316,841.20325,537.1511,0.7563437,813.59015,325.52753,0.94934756,851.0975,230.05112,0.99130094
9,856.9935,854.5123,0.5182671,842.7384,697.5549,0.67805797,839.9256,536.2165,0.7430823,810.75336,323.24957,0.9210643,847.1438,227.9196,1.0
10,856.6044,856.4555,0.52280366,843.4668,697.53406,0.6991441,839.8882,536.22797,0.75245696,810.3959,322.51657,0.9047421,846.24506,227.88383,1.0
11,856.48615,856.3176,0.5238659,843.4913,697.54083,0.7016837,839.8773,536.1803,0.74372697,810.7869,322.14865,0.89844745,847.386,227.8254,1.0
12,856.4567,856.1829,0.5096993,843.4279,697.57965,0.6923056,840.30743,536.3024,0.7654175,811.7231,322.0349,0.8861904,849.07416,227.90973,0.99988073
13,857.23016,854.6075,0.49229962,843.1532,697.265,0.6786418,839.7913,536.2623,0.7667661,811.2328,321.30713,0.890787,848.42224,227.55727,1.0
14,857.63306,854.5453,0.49580774,843.2183,697.23944,0.68972594,839.406,536.1394,0.7566549,810.0692,320.53235,0.8551077,846.3709,227.25076,0.98504955
15,857.6235,854.59485,0.49822566,843.2278,697.2478,0.6915384,839.0389,535.6273,0.75053805,809.48834,320.41602,0.87406635,845.6596,227.02913,1.0
16,857.5677,854.65137,0.5091027,843.27594,697.2433,0.68787664,838.8748,535.6808,0.74711215,808.77924,320.01712,0.88975316,845.14886,226.89005,1.0
17,856.8755,855.6874,0.5273835,843.00806,696.10077,0.6855286,839.30664,535.4204,0.7515797,809.2336,318.79514,0.88437307,845.4659,226.28813,0.9563108
