scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-24.086449,4.8818426,35.359257,-22.548126,3.0414455,36.834064,-21.256868,1.2873915,40.05179,-19.878193,-0.8597625,42.041775,-18.368921,-2.2116432,43.86984
1,-24.085634,4.8801594,35.35625,-22.547106,3.0415273,36.83677,-21.255878,1.2872597,40.05665,-19.87802,-0.85978615,42.04218,-18.369547,-2.2111275,43.8701
2,-24.084352,4.879361,35.352978,-22.548754,3.0420992,36.83524,-21.256517,1.2868514,40.053867,-19.878054,-0.8603632,42.04203,-18.368277,-2.211693,43.868793
3,-24.083508,4.8774495,35.351215,-22.54853,3.038098,36.840042,-21.256416,1.2861907,40.052708,-19.878084,-0.86153066,42.041748,-18.369108,-2.2122567,43.870808
4,-24.084614,4.874393,35.350574,-22.546284,3.0332725,36.842613,-21.252556,1.2833966,40.04611,-19.878119,-0.86270773,42.04182,-18.369398,-2.2138302,43.873142
5,-24.08311,4.872505,35.347107,-22.545713,3.0291445,36.8403,-21.25262,1.2827365,40.050804,-19.87803,-0.8641693,42.041733,-18.37034,-2.2171013,43.87469
6,-24.081755,4.869426,35.342915,-22.547215,3.0263772,36.8351,-21.253521,1.2812479,40.0435,-19.8767,-0.8668794,42.04031,-18.37016,-2.218031,43.873817
7,-24.08248,4.8656535,35.34309,-22.55058,3.0126169,36.832073,-21.254507,1.2767851,40.03838,-19.877903,-0.87052745,42.03647,-18.374832,-2.2245002,43.868618
8,-24.088028,4.847459,35.326694,-22.557522,3.0026147,36.82897,-21.274675,1.2638893,40.062996,-19.878504,-0.8738109,42.03486,-18.37794,-2.2296662,43.867634
9,-24.090094,4.8493543,35.32965,-22.557337,3.0037503,36.831696,-21.271402,1.2680845,40.05705,-19.87858,-0.87048537,42.03504,-18.375559,-2.2248704,43.864407
10,-24.086454,4.863506,35.34468,-22.55151,3.018306,36.833355,-21.256754,1.2793372,40.0447,-19.878025,-0.86631346,42.037075,-18.373327,-2.2188034,43.863033
11,-24.088669,4.8734236,35.349087,-22.551073,3.032285,36.836227,-21.260227,1.2859654,40.05508,-19.87974,-0.86117,42.036755,-18.372023,-2.2131903,43.867085
12,-24.088577,4.873332,35.348305,-22.549839,3.0373201,36.839203,-21.258305,1.289119,40.047432,-19.879929,-0.859349,42.037277,-18.372044,-2.2131188,43.867165
13,-24.087994,4.87856,35.34956,-22.549923,3.0490084,36.837994,-21.26231,1.2931744,40.048714,-19.880407,-0.85594666,42.033768,-18.371313,-2.206942,43.86395
14,-24.088295,4.8802657,35.34985,-22.548641,3.0522015,36.834923,-21.26251,1.295732,40.03516,-19.879663,-0.8531415,42.03177,-18.373108,-2.20614,43.860596
15,-24.096401,4.883214,35.34564,-22.557962,3.0593994,36.814713,-21.266422,1.2977673,40.039494,-19.881895,-0.8507861,42.035843,-18.37486,-2.2066383,43.860516
16,-24.096432,4.883151,35.34557,-22.560183,3.0625668,36.81232,-21.265966,1.299185,40.04218,-19.882631,-0.84879607,42.035965,-18.376284,-2.2063236,43.861717
17,-24.096756,4.8875413,35.349407,-22.561222,3.0714102,36.809875,-21.26375,1.3033365,40.043713,-19.884176,-0.8449081,42.034904,-18.375008,-2.203078,43.86303
