scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-23.390331,2.4371521,38.00771,-21.419819,1.0310228,39.51585,-19.595175,-0.21495011,42.684486,-18.121506,-1.8807284,44.48596,-15.909616,-3.1100094,46.650326
1,-23.393433,2.4356315,38.011524,-21.421913,1.0302656,39.514782,-19.594835,-0.21680522,42.685596,-18.121668,-1.8813986,44.487,-15.909567,-3.1092908,46.650406
2,-23.394869,2.4340327,38.008884,-21.42367,1.029305,39.515026,-19.596544,-0.21829079,42.684975,-18.123867,-1.8808906,44.485443,-15.909676,-3.1099763,46.657646
3,-23.396517,2.4338932,38.007217,-21.423418,1.0298263,39.51448,-19.595036,-0.21822847,42.686787,-18.12418,-1.8817302,44.486336,-15.908966,-3.1113515,46.65621
4,-23.395872,2.4344149,38.006016,-21.423668,1.0302681,39.513218,-19.594463,-0.21704727,42.685696,-18.124838,-1.8819178,44.48789,-15.9076185,-3.1088235,46.66151
5,-23.393406,2.4376984,38.00624,-21.42295,1.031052,39.514378,-19.594988,-0.21551734,42.684628,-18.123093,-1.8810269,44.48293,-15.90787,-3.1096036,46.661797
6,-23.3928,2.4387536,38.005135,-21.42281,1.0320055,39.51363,-19.594545,-0.21542364,42.684963,-18.123798,-1.881139,44.485092,-15.908552,-3.1105616,46.66414
7,-23.393131,2.4381928,38.006237,-21.422039,1.031688,39.51233,-19.595127,-0.21524182,42.68394,-18.122826,-1.8807608,44.48252,-15.908388,-3.1099393,46.663998
8,-23.392607,2.4386103,38.004887,-21.422224,1.0318683,39.512264,-19.595768,-0.21560504,42.681915,-18.122894,-1.880209,44.48211,-15.907854,-3.109643,46.662777
9,-23.38891,2.4412072,38.008423,-21.418528,1.0365219,39.518806,-19.595068,-0.21215771,42.68046,-18.121193,-1.8779922,44.48208,-15.9084425,-3.1077297,46.660606
10,-23.384682,2.4444592,38.00949,-21.417562,1.0394247,39.51888,-19.595251,-0.21015926,42.675304,-18.118986,-1.8759286,44.481853,-15.907874,-3.1079721,46.66055
11,-23.385017,2.44253,38.00779,-21.4174,1.0392579,39.518497,-19.594143,-0.20987539,42.67593,-18.118906,-1.8758976,44.481564,-15.905912,-3.10569,46.65292
12,-23.384012,2.4434514,38.010715,-21.416868,1.0392294,39.5177,-19.59287,-0.2095365,42.674458,-18.1188,-1.8757671,44.48112,-15.905384,-3.1060183,46.655235
13,-23.384487,2.4444757,38.010124,-21.41705,1.0401537,39.51724,-19.591692,-0.20762858,42.672928,-18.11686,-1.8747149,44.478214,-15.905644,-3.105076,46.65393
14,-23.384098,2.4457054,38.01118,-21.41648,1.0408018,39.517574,-19.588366,-0.20690891,42.665607,-18.115356,-1.873468,44.47685,-15.905682,-3.107346,46.658318
15,-23.384398,2.4456422,38.011616,-21.416658,1.0413458,39.51735,-19.589806,-0.20714247,42.667366,-18.11551,-1.8733659,44.47704,-15.905898,-3.1068354,46.657272
16,-23.384565,2.4449968,38.01379,-21.417133,1.0409663,39.515804,-19.591133,-0.20795745,42.66395,-18.115673,-1.8734571,44.477474,-15.903574,-3.1050396,46.653008
17,-23.385777,2.4452333,38.00915,-21.416718,1.0407338,39.517014,-19.58912,-0.20773415,42.66813,-18.117388,-1.8746281,44.476433,-15.9061985,-3.105122,46.658417
