5.9
6.9
8.2
9.5
10.9
12.6
15.1
12.8
11.1
9.7
8.4
7.1
5.9
6.8
8.1
9.5
10.9
12.5
14.8
12.7
11.1
9.7
8.5
7.1
6
6.9
8.1
9.5
10.9
12.5
14.8
12.7
11.1
9.7
8.5
7.1
6
6.9
8.2
9.5
10.9
12.5
14.8
12.7
11
9.7
8.5
7.1
6
6.9
8.2
9.5
10.9
12.5
14.8
12.6
11
9.6
8.3
7.1
6
