scorer,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,820.55255,955.7026,0.85116774,796.7539,815.83014,0.83656967,770.7083,654.40405,0.8208836,738.9418,527.68616,0.74283653,679.6116,339.14078,0.871333
1,820.6679,955.68036,0.8547386,796.9561,815.9547,0.85658926,770.8439,654.4865,0.8132549,739.1856,527.96936,0.73549783,679.7672,339.083,0.8632875
2,821.0173,955.9137,0.83580524,797.027,816.004,0.85291135,770.7815,654.50305,0.8079006,739.2982,528.0728,0.7178165,679.7607,339.29318,0.8732136
3,821.0115,955.9303,0.83824116,797.15326,816.00214,0.8643757,770.91626,654.5341,0.82541436,739.25323,528.1405,0.71867365,679.7337,339.39465,0.8836019
4,821.0545,955.98914,0.8503217,797.2498,816.05914,0.8857684,770.8337,654.41705,0.82196015,739.46106,528.2364,0.71173483,679.8591,339.46066,0.8973551
5,821.22955,955.8995,0.85132724,797.1871,816.0389,0.8734682,770.867,654.5301,0.81281537,739.34296,528.20984,0.71465236,679.82965,339.48038,0.896371
6,821.2451,955.7748,0.8570543,797.20764,816.1041,0.8839301,771.0134,654.65173,0.79622495,739.16296,528.0206,0.71741223,679.74677,339.47388,0.91549814
7,821.254,955.8246,0.87193805,797.14105,816.1327,0.87444407,771.1487,654.6125,0.8012221,739.1652,528.03906,0.7224158,679.6157,339.4573,0.91355705
8,821.2236,955.80566,0.87543064,797.2338,816.1394,0.87758106,771.1196,654.74786,0.8166161,739.18567,528.1015,0.7225599,679.5985,339.46793,0.9014459
9,821.3455,955.88043,0.86091185,797.30304,816.1452,0.87949175,771.0789,654.627,0.8157554,739.2035,528.14386,0.71718335,679.7107,339.45947,0.92041904
10,821.34564,955.9112,0.86060405,797.1844,816.13367,0.8767441,771.1391,654.5667,0.8189958,739.2354,528.1666,0.7061779,679.63074,339.54202,0.9184969
11,821.38434,955.89606,0.85195345,797.3001,816.1468,0.85029334,771.121,654.56604,0.8240792,739.2581,528.2289,0.70537657,679.56665,339.45987,0.9076713
12,821.28815,955.9651,0.84058625,797.28033,816.16943,0.852563,771.0814,654.58746,0.81286716,739.2262,528.3125,0.7185548,679.5954,339.5333,0.9146082
13,821.17554,955.8197,0.85373324,797.24304,816.0683,0.84311837,771.06824,654.4012,0.81044775,739.2328,528.36786,0.72478634,679.59326,339.49057,0.9046688
14,821.05365,955.8149,0.86937773,797.20593,816.01355,0.83579427,771.128,654.46136,0.8100523,739.18384,528.14386,0.7169346,679.51733,339.4265,0.90733165
15,820.9734,955.76855,0.868103,797.2009,815.98285,0.8316868,771.04083,654.4962,0.8016363,739.1934,528.2214,0.71067685,679.537,339.4645,0.891502
16,820.9274,955.7895,0.8696664,797.13416,815.9112,0.8275739,771.0535,654.51825,0.82136613,739.0614,528.15875,0.7188766,679.6034,339.2918,0.88942796
17,820.93884,955.7034,0.89444506,797.14795,816.0761,0.80784714,770.95746,654.5584,0.80926764,739.1694,528.1912,0.71872026,679.5759,339.39645,0.90047944
