scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-23.589975,2.2286985,37.57714,-21.672306,0.8837614,39.273857,-20.070818,-0.43753108,42.47718,-18.623148,-2.14663,44.318287,-16.464294,-3.346906,46.39361
1,-23.590351,2.2289286,37.57775,-21.672247,0.88384694,39.27385,-20.070866,-0.437615,42.477257,-18.625343,-2.1478755,44.31609,-16.4635,-3.34832,46.393295
2,-23.591663,2.232994,37.57566,-21.673546,0.8875154,39.272163,-20.07206,-0.43574637,42.47177,-18.62381,-2.147482,44.31836,-16.463844,-3.3490982,46.388752
3,-23.5935,2.2341397,37.574974,-21.674566,0.88978916,39.269325,-20.073217,-0.43490377,42.464672,-18.623093,-2.1474211,44.315384,-16.466442,-3.354518,46.388332
4,-23.593836,2.2362752,37.57596,-21.674486,0.8898113,39.267845,-20.073002,-0.43402973,42.46703,-18.624388,-2.1483095,44.318523,-16.467056,-3.3553572,46.391273
5,-23.59395,2.2348678,37.57701,-21.675652,0.8900877,39.267094,-20.073643,-0.4343871,42.46535,-18.624056,-2.14826,44.31532,-16.469112,-3.35976,46.39575
6,-23.594898,2.2339504,37.575314,-21.676495,0.8885129,39.266415,-20.074713,-0.43438825,42.465755,-18.626673,-2.1496336,44.31686,-16.472036,-3.3618417,46.394775
7,-23.595327,2.2330973,37.57252,-21.678434,0.88887143,39.262894,-20.074766,-0.4350497,42.468277,-18.627995,-2.150562,44.315704,-16.472315,-3.3646715,46.39358
8,-23.595722,2.232739,37.571976,-21.678984,0.8897048,39.264088,-20.074976,-0.43597126,42.467014,-18.628813,-2.1507998,44.31647,-16.47327,-3.365459,46.390285
9,-23.597773,2.2349453,37.57464,-21.6792,0.89172137,39.266407,-20.074177,-0.43472755,42.464848,-18.62945,-2.1507957,44.31781,-16.473684,-3.3650224,46.392513
10,-23.598072,2.2376535,37.57518,-21.679167,0.8928973,39.26637,-20.075525,-0.43403617,42.465843,-18.629908,-2.1503565,44.317932,-16.473213,-3.3653967,46.39126
11,-23.59989,2.2394156,37.577305,-21.679502,0.89500076,39.266617,-20.075788,-0.43358055,42.465824,-18.630318,-2.1501024,44.317844,-16.474964,-3.3652434,46.386223
12,-23.59975,2.239678,37.57646,-21.679897,0.8956267,39.266396,-20.075752,-0.43316245,42.467075,-18.631725,-2.150161,44.319485,-16.475317,-3.3655303,46.386963
13,-23.59766,2.2433171,37.577415,-21.677671,0.8978071,39.267315,-20.072275,-0.4326383,42.467674,-18.630646,-2.1491168,44.31966,-16.474062,-3.3649147,46.389782
14,-23.594484,2.2452037,37.57602,-21.676376,0.90136194,39.26811,-20.07251,-0.43272465,42.4688,-18.629566,-2.1478987,44.31933,-16.473724,-3.3645587,46.39062
15,-23.591076,2.2486918,37.578453,-21.672459,0.9056223,39.27222,-20.071072,-0.43149585,42.46634,-18.627037,-2.1454606,44.316372,-16.47358,-3.3645666,46.390903
16,-23.59082,2.2489061,37.577843,-21.67234,0.9059857,39.271652,-20.071753,-0.43133178,42.467926,-18.626348,-2.1445558,44.317303,-16.47262,-3.3641999,46.387512
17,-23.590014,2.251471,37.57579,-21.671942,0.91100925,39.269535,-20.071667,-0.43104926,42.468224,-18.626577,-2.1442976,44.31817,-16.474075,-3.3616664,46.39114
