scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-24.804827,2.6593254,37.333366,-22.826479,1.0745641,38.620686,-20.700773,0.019897487,41.68876,-18.919172,-1.6323541,43.612312,-17.225998,-2.8421795,45.44213
1,-24.806608,2.6600409,37.33594,-22.826216,1.07507,38.620205,-20.700972,0.019872598,41.690006,-18.919294,-1.6322284,43.61254,-17.225988,-2.8422031,45.44234
2,-24.804626,2.66052,37.338577,-22.826038,1.0750855,38.62166,-20.707176,0.014504167,41.697853,-18.919909,-1.6347314,43.616993,-17.229929,-2.8465192,45.438293
3,-24.80355,2.6621103,37.342644,-22.82576,1.0752498,38.624676,-20.70875,0.013804515,41.700596,-18.921997,-1.6361533,43.618492,-17.232166,-2.8494174,45.433876
4,-24.803705,2.6616902,37.34208,-22.826876,1.075038,38.623,-20.708563,0.014052399,41.701397,-18.922789,-1.6365025,43.6161,-17.231606,-2.8497868,45.438866
5,-24.806925,2.6617892,37.335392,-22.829079,1.0793014,38.62043,-20.713709,0.013300429,41.700237,-18.92624,-1.6358802,43.615433,-17.23106,-2.8529255,45.427753
6,-24.813309,2.6620128,37.32648,-22.833279,1.0835387,38.611546,-20.71426,0.015279679,41.693726,-18.92918,-1.6353614,43.615414,-17.232454,-2.85299,45.424202
7,-24.81533,2.6616368,37.323666,-22.834839,1.0822731,38.612774,-20.715246,0.015296729,41.69257,-18.931734,-1.6361831,43.608013,-17.23312,-2.8539178,45.42261
8,-24.81897,2.6616347,37.322163,-22.837433,1.0813801,38.609886,-20.715874,0.015670754,41.688065,-18.932215,-1.6379464,43.6064,-17.234625,-2.855638,45.41878
9,-24.820751,2.6576488,37.31844,-22.83875,1.07161,38.61014,-20.727396,0.007960006,41.688858,-18.938244,-1.6357524,43.582275,-17.23809,-2.861869,45.417713
10,-24.825066,2.6533506,37.320103,-22.846718,1.0705609,38.603317,-20.726385,0.007002737,41.689754,-18.942574,-1.6362537,43.585064,-17.246874,-2.8695097,45.43885
11,-24.833014,2.6522684,37.316357,-22.85689,1.0712565,38.611935,-20.72736,0.0072794175,41.681454,-18.942852,-1.6407436,43.598408,-17.251247,-2.868348,45.432713
12,-24.840584,2.6508634,37.30989,-22.860588,1.0718049,38.60985,-20.730885,0.007972417,41.681423,-18.94706,-1.640562,43.595806,-17.254807,-2.8662355,45.42751
13,-24.845608,2.6493359,37.311924,-22.866135,1.0656891,38.60324,-20.737833,0.0060086697,41.678116,-18.950893,-1.6449772,43.59003,-17.258589,-2.8723328,45.424297
14,-24.85296,2.6481404,37.306965,-22.87164,1.0642489,38.597878,-20.746668,0.0011235793,41.66943,-18.952707,-1.6449782,43.58459,-17.260557,-2.873469,45.42386
15,-24.86076,2.6462908,37.308735,-22.877474,1.0620941,38.603497,-20.751059,0.00047015396,41.676678,-18.955519,-1.6457031,43.582462,-17.26224,-2.8694508,45.420547
16,-24.868042,2.6366038,37.301968,-22.881388,1.0604724,38.622467,-20.749659,0.006885506,41.676487,-18.957003,-1.6456064,43.57786,-17.26615,-2.8663328,45.410633
17,-24.873438,2.6356595,37.30813,-22.89058,1.0605178,38.62518,-20.74827,0.007305249,41.66271,-18.956568,-1.6442686,43.57664,-17.265055,-2.8666666,45.41406
