scorer,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR5_11_04Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,854.4133,972.789,0.33736348,835.9287,753.4147,0.71618694,823.2493,593.0364,0.69372845,803.1297,471.04498,0.949301,772.0245,331.5877,0.79220074
1,853.51,894.8319,0.34935325,835.6734,753.2395,0.72177184,823.1089,592.8402,0.69168496,803.18176,471.07626,0.94764656,771.9384,331.5444,0.8013075
2,853.2243,894.9369,0.45892072,835.7657,753.0616,0.7150188,823.1107,592.98413,0.7055497,803.1141,471.11646,0.94011605,771.9249,331.53372,0.8009925
3,853.2236,894.9122,0.45640674,835.7213,753.1013,0.712479,823.0861,592.7229,0.7087254,803.0732,471.11157,0.94808453,771.96655,331.51828,0.8022085
4,853.2469,894.9417,0.46566126,835.89746,753.2433,0.7194658,823.20667,593.051,0.7099951,803.11554,471.1409,0.947225,771.9909,331.4709,0.8174153
5,853.97845,971.75146,0.32158482,835.7124,752.94775,0.7364325,823.10693,593.0411,0.71288806,803.22327,471.14883,0.9332045,771.9844,331.57556,0.81256855
6,853.44556,970.8129,0.33042246,835.58374,752.85077,0.73584557,822.7709,593.031,0.6954953,803.3244,471.2847,0.9446948,771.9153,331.62286,0.8090405
7,853.1924,971.729,0.34472883,835.65704,752.9286,0.7313553,822.8369,592.9383,0.69678557,803.2836,471.20676,0.9441734,771.83136,331.66257,0.82494
8,853.0682,971.1008,0.3512271,835.63947,752.8562,0.76605076,822.68243,592.98145,0.6975896,803.332,471.1091,0.95584345,771.84296,331.54175,0.798024
9,852.36084,971.0866,0.3505336,835.5629,752.6887,0.7661701,822.702,593.00366,0.7062946,803.29553,471.094,0.9529913,771.8635,331.621,0.8127326
10,853.4139,894.69507,0.39675748,835.47595,752.69415,0.7613302,822.7415,592.95416,0.69976634,803.2697,471.10605,0.9530293,771.87085,331.59033,0.8088907
11,853.30023,894.8077,0.43202072,835.41125,752.7533,0.76265305,822.7026,592.9886,0.70414436,803.2784,471.07407,0.9477965,771.906,331.58987,0.80826694
12,853.1933,894.83105,0.4610656,835.31726,752.6591,0.7676453,822.7494,592.969,0.70186144,803.29724,471.05966,0.9535806,771.8664,331.65335,0.79955125
13,853.25696,894.8751,0.44932812,835.4205,752.7619,0.74648714,822.8215,592.85754,0.70082235,803.23206,471.08157,0.9552037,771.8488,331.64267,0.80767107
14,853.3068,894.86194,0.45215514,835.4925,752.66595,0.7518922,822.7968,592.96985,0.7059799,803.189,471.07394,0.9480604,771.8336,331.6791,0.80168754
15,853.3047,894.82,0.4525209,835.50934,752.7488,0.7481098,822.77045,592.8318,0.70581967,803.0999,471.09277,0.9490715,771.84955,331.61014,0.8043092
16,853.2595,894.81586,0.45157805,835.53046,752.8206,0.75178844,822.7746,592.9217,0.7070578,802.93225,471.1204,0.96196944,771.79346,331.63647,0.7938852
17,853.1935,894.8113,0.42515698,835.6803,752.7035,0.750373,823.0306,592.93494,0.72429013,802.94946,471.01636,0.94820124,771.782,331.6388,0.8083371
