scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,920.3959,444.44507,0.6324558,849.0693,309.7135,0.72736394,860.21704,172.11775,0.84300905,882.9235,4.909827,0.3681766,849.1642,309.49408,0.16334984
1,920.47455,444.27734,0.6177847,849.32684,309.58444,0.71902585,860.64185,171.91806,0.86722106,882.9416,4.819412,0.39088666,849.956,309.5713,0.18653065
2,919.83014,443.95566,0.661693,849.5161,309.73242,0.7336382,860.8634,171.63512,0.81429535,882.73004,4.8026667,0.35440016,849.68494,309.23163,0.17253473
3,920.5585,443.92004,0.6352123,849.6257,309.61493,0.7400161,860.6483,171.38545,0.8244053,882.8644,4.728513,0.37044057,849.822,309.06586,0.17227133
4,921.1127,443.83978,0.66334283,850.13885,309.61328,0.7858808,861.1439,171.41339,0.79911304,883.17126,4.76021,0.38162768,850.41327,308.9799,0.16448298
5,921.1906,443.70682,0.66979,849.9001,309.34488,0.7641418,861.32135,171.27586,0.7753602,883.23914,4.7914543,0.3897837,850.23517,308.68344,0.1794133
6,921.24524,443.72217,0.6770278,849.9186,309.60434,0.7752164,861.6531,171.21545,0.74449015,883.26843,4.7876997,0.39142585,850.21136,308.99573,0.177991
7,921.3403,443.78058,0.6706144,850.2691,309.66257,0.7931327,861.6231,171.64055,0.74676883,883.78674,4.8540697,0.37507448,850.4911,309.20493,0.1754557
8,921.4633,443.7943,0.6880156,850.5587,309.8546,0.829904,861.61707,172.01959,0.77091795,883.8447,4.8560076,0.37910193,850.73126,309.5557,0.16028193
9,920.9416,443.80487,0.59391403,850.73615,309.16946,0.8203572,861.5787,171.0612,0.7753899,884.0072,4.96143,0.3641166,851.0592,308.80893,0.16852602
10,921.4092,443.28238,0.679489,850.8655,308.6575,0.8457226,861.7761,171.14462,0.76637197,884.43066,5.1887197,0.34521133,851.2167,308.15942,0.1639254
11,922.8372,443.21463,0.647631,851.7571,308.59244,0.8417768,862.166,170.74393,0.78342426,884.7142,5.223174,0.3534577,852.47345,308.09933,0.15285017
12,923.379,443.24628,0.65204716,852.43915,308.57687,0.8304618,862.4033,170.72308,0.7818508,884.78186,5.2356606,0.3620715,853.037,308.82782,0.15667425
13,923.63214,443.3533,0.65323204,852.6978,308.604,0.83076745,862.47205,170.66522,0.7811048,884.8074,5.207665,0.35438794,853.3318,308.17465,0.16147602
14,923.8599,443.4873,0.64646006,852.70825,308.56485,0.82633775,862.5249,170.6147,0.7647006,884.4922,5.2889924,0.3799435,853.36444,308.14975,0.16397148
15,923.5589,443.3821,0.6594918,853.03455,308.60208,0.8186755,862.6745,170.52129,0.787746,884.6811,5.391616,0.37241188,853.6733,308.2303,0.17122392
16,923.4685,443.34167,0.64808106,852.799,308.50836,0.8192697,862.6469,170.5736,0.7836501,884.6874,5.3952446,0.37169957,853.4391,308.121,0.15876813
17,923.6997,443.32748,0.68079716,853.09503,308.56354,0.82444334,862.768,170.58543,0.7595894,884.6024,5.3724947,0.37333095,853.7695,308.17215,0.17334835
