scorer,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090,DLC_Resnet50_SOR3_10_29Nov3shuffle1_snapshot_090
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,925.27405,741.9396,0.9349575,899.26624,588.8225,0.9762685,879.171,428.6918,0.8609093,873.7979,305.12286,0.8673696,854.7764,150.9971,0.9220695
1,925.3397,741.8213,0.9403194,899.3576,588.9314,0.9581375,879.21265,428.7356,0.8393326,873.776,305.12286,0.86963564,854.78937,150.99014,0.9244846
2,925.4073,741.8002,0.9389821,899.42615,588.91724,1.0,879.1994,428.7749,0.83091694,873.7872,305.1211,0.8673516,854.8023,151.01099,0.92033505
3,925.35516,741.8253,0.9345183,899.3542,588.9022,1.0,879.2287,428.7605,0.8358823,873.7893,305.12143,0.866798,854.77966,151.00058,0.9212191
4,925.37036,741.8164,0.93371695,899.36505,588.9357,0.9865797,879.3252,428.70886,0.8406951,873.8191,305.13635,0.861412,854.7859,151.02223,0.91807956
5,925.39966,741.7775,0.9440919,899.3956,588.92395,1.0,879.25104,428.70416,0.83910084,873.9156,305.28705,0.8698889,854.86633,150.9329,0.9202876
6,925.45386,741.77466,0.94830394,899.4189,588.91595,1.0,879.2773,428.73642,0.8333091,873.74713,305.10583,0.8574959,854.8648,150.93596,0.919881
7,925.3498,741.696,0.9525115,899.41016,588.93414,1.0,879.2588,428.73825,0.8345653,873.7465,305.10635,0.8597006,854.8097,150.9444,0.91518885
8,925.26733,741.7451,0.95019245,899.4655,588.96277,1.0,879.29114,428.7581,0.8344131,873.7113,305.0712,0.8541575,854.7872,150.9579,0.9170199
9,924.8622,741.6107,0.9523572,899.2082,588.71124,1.0,879.1093,428.5483,0.83307904,873.6927,305.0706,0.86365324,854.5989,150.62657,0.924417
10,924.4059,741.4939,0.94707054,898.9821,588.4316,1.0,878.98737,428.49152,0.8239261,873.70575,305.0182,0.85267645,854.5788,150.65028,0.9203507
11,924.44543,741.4863,0.9457728,898.9427,588.2439,1.0,879.16156,428.4871,0.82516813,873.80597,305.01324,0.8542512,854.56445,150.64348,0.92542684
12,924.5008,741.39404,0.9647419,898.9567,588.43774,1.0,879.2062,428.49042,0.8277816,874.0076,305.01913,0.8627126,854.57635,150.64374,0.9277813
13,924.34515,741.37286,0.9539164,899.01733,588.5082,0.99981976,879.1949,428.46432,0.8328968,873.90356,304.98138,0.86157304,854.6509,150.61034,0.92618746
14,924.12933,741.3322,0.9539091,899.1107,588.5787,0.9960507,879.2221,428.43497,0.82345074,873.8709,304.97202,0.8587095,854.71075,150.6265,0.9255418
15,924.06744,741.30884,0.9688844,899.1109,588.5862,1.0,879.227,428.3091,0.8338188,873.85034,304.97382,0.85642016,854.5737,150.60143,0.9264238
16,924.064,741.34204,0.96457285,899.1372,588.55225,0.9939212,879.18494,428.26846,0.8298762,873.8968,304.99716,0.85853314,854.8523,150.65079,0.9188665
17,923.98773,741.32654,0.9737406,899.12244,588.6168,1.0,879.2631,428.41174,0.84318835,873.90356,304.91397,0.85850316,854.8521,150.68427,0.9233251
