scorer,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010,DLC_Resnet50_SOR1_10_26Oct27shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,893.49695,926.03156,0.580818,886.5907,757.45734,0.87860143,857.51056,564.7089,0.71008325,886.8766,354.04834,0.8675579,809.4049,264.64255,0.77081734
1,893.266,925.69037,0.65372485,886.6119,757.5014,0.8722139,857.45685,564.67194,0.70035505,886.9233,354.0895,0.86563694,809.3019,264.49252,0.77603763
2,893.2373,925.65094,0.6787912,886.6102,757.57416,0.88128376,857.5133,564.4737,0.6995323,886.97864,354.1374,0.8758102,809.4099,264.67007,0.77568847
3,893.1053,925.53076,0.72743994,886.2718,757.41986,0.88738483,857.52026,564.4693,0.7053107,887.0264,354.1209,0.86097115,809.06586,263.53375,0.7811861
4,893.2237,925.61816,0.68237025,886.6294,757.63586,0.8750286,857.5115,564.4682,0.7045291,887.09436,354.20358,0.87360454,809.4937,264.58115,0.7942981
5,893.22217,925.5586,0.6926588,886.6043,757.5306,0.87221205,857.4252,564.73,0.69911754,887.0663,354.1624,0.8770115,809.46716,264.4588,0.80224586
6,893.12616,925.44745,0.7062907,886.74915,757.5216,0.8718249,857.4066,564.59033,0.6938458,887.08185,354.10526,0.87427443,809.4236,264.47192,0.7975483
7,893.11694,925.27094,0.7304103,886.7085,757.491,0.87017864,857.4245,564.5769,0.6901695,887.1227,354.11676,0.8708394,809.40436,264.42648,0.7920836
8,893.1112,925.3902,0.7383723,886.71356,757.5017,0.8730273,857.3682,564.4646,0.6937295,887.1521,354.11743,0.86523175,809.37445,264.3685,0.7879658
9,893.1749,925.3296,0.73730415,886.7328,757.43567,0.8724056,857.32855,564.46216,0.7006221,887.1918,354.1222,0.8586281,809.3474,264.4837,0.7923132
10,893.1669,925.3674,0.74025214,886.73413,757.4267,0.8707355,857.34894,564.4812,0.7023413,887.1195,354.11978,0.85733694,809.4151,264.47092,0.7925117
11,893.1805,925.36304,0.73764026,886.7273,757.4293,0.8760482,857.3893,564.50275,0.6923161,887.1563,354.12857,0.85780674,809.41986,264.4224,0.78835404
12,893.19836,925.41296,0.725026,886.6073,757.44257,0.8717667,857.35114,564.5099,0.71256626,887.109,354.1202,0.86226857,809.53973,264.61563,0.7964602
13,893.2337,925.3371,0.7417137,886.7333,757.46173,0.8712712,857.3406,564.4789,0.7034131,887.1076,354.0941,0.8629504,809.3939,264.62823,0.79844815
14,893.2418,925.32983,0.7417629,886.57263,757.47565,0.877687,857.34937,564.5141,0.7084176,887.1047,354.12125,0.86072135,809.4343,264.50558,0.793938
15,893.22437,925.31976,0.7420567,886.5886,757.4319,0.8783994,857.3993,564.4735,0.7023567,887.099,354.07495,0.8606381,809.4358,264.52798,0.78510284
16,893.12756,925.28253,0.75811195,886.7107,757.448,0.86846864,857.3453,564.516,0.7082661,887.16565,354.0843,0.85057515,809.41565,264.45807,0.785871
17,893.24286,925.36,0.7377622,886.4901,757.4117,0.87006444,857.37463,564.4778,0.70146215,887.18555,354.03162,0.8536081,809.3755,264.52054,0.79781425
