timestamp,quat1,quat2
195422047934,"(0.97576904296875, -0.003173828125, 0.2188720703125, -0.00262451171875)","(0.0, 0.0, 0.0, 0.0)"
195422058469,"(0.97576904296875, -0.00335693359375, 0.21875, -0.0030517578125)","(0.0, 0.0, 0.0, 0.0)"
195422069208,"(0.9757080078125, -0.0035400390625, 0.218994140625, -0.0032958984375)","(0.0, 0.0, 0.0, 0.0)"
195422079768,"(0.9757080078125, -0.003662109375, 0.21893310546875, -0.0035400390625)","(0.0, 0.0, 0.0, 0.0)"
195422091469,"(0.9757080078125, -0.004150390625, 0.218994140625, -0.00408935546875)","(0.0078125, 0.0, 0.0, 0.0)"
195422102688,"(0.98358154296875, -0.0047607421875, 0.21881103515625, -0.00494384765625)","(1.0078125, -0.00079345703125, -0.00054931640625, -0.00067138671875)"
195422111706,"(0.98358154296875, -0.0048828125, 0.21875, -0.0052490234375)","(1.0078125, -0.00115966796875, -0.0008544921875, -0.000732421875)"
195422119497,"(0.98358154296875, -0.005126953125, 0.21868896484375, -0.00592041015625)","(1.0078125, -0.00128173828125, -0.0008544921875, -0.00054931640625)"
195422128473,"(0.98358154296875, -0.00555419921875, 0.2186279296875, -0.00640869140625)","(1.0078125, -0.00128173828125, -0.0008544921875, -0.00054931640625)"
195422138784,"(0.975830078125, -0.0054931640625, 0.21844482421875, -0.006591796875)","(1.0078125, -0.0009765625, -0.00054931640625, -0.00152587890625)"
195422149426,"(0.9837646484375, -0.005859375, 0.21771240234375, -0.00726318359375)","(0.9464111328125, 0.24615478515625, 0.2091064453125, -0.0018310546875)"
195422158853,"(0.9837646484375, -0.00579833984375, 0.2177734375, -0.00787353515625)","(0.9464111328125, 0.24615478515625, 0.2091064453125, -0.0018310546875)"
195422168058,"(0.98370361328125, -0.005859375, 0.21795654296875, -0.0086669921875)","(0.9464111328125, 0.24609375, 0.20916748046875, -0.00213623046875)"
195422177755,"(0.98370361328125, -0.006591796875, 0.21783447265625, -0.00982666015625)","(0.9464111328125, 0.24615478515625, 0.209228515625, -0.00238037109375)"
195422189362,"(0.9759521484375, -0.00738525390625, 0.21771240234375, -0.0106201171875)","(0.94635009765625, 0.24639892578125, 0.20904541015625, -0.00262451171875)"
195422196736,"(0.97589111328125, -0.008056640625, 0.21783447265625, -0.01092529296875)","(0.9464111328125, 0.24627685546875, 0.2088623046875, -0.0028076171875)"
195422202013,"(0.97589111328125, -0.008056640625, -1.78216552734375, -0.01092529296875)","(0.94659423828125, 0.24603271484375, 0.20849609375, -0.00323486328125)"
195422208560,"(0.97589111328125, -0.00830078125, 0.21783447265625, -0.01116943359375)","(0.94659423828125, 0.24603271484375, 0.20849609375, -0.00323486328125)"
195422216462,"(0.97589111328125, -0.00848388671875, 0.2176513671875, -0.01141357421875)","(0.9466552734375, 0.24591064453125, 0.20831298828125, -0.00390625)"
195422221853,"(0.97589111328125, -0.00848388671875, 0.2176513671875, -0.01141357421875)","(0.94659423828125, 0.24615478515625, 0.208251953125, -0.00421142578125)"
195422228840,"(0.97601318359375, -0.00872802734375, 0.21722412109375, -0.01202392578125)","(0.94659423828125, 0.24615478515625, 0.208251953125, -0.00421142578125)"
195422236525,"(0.9759521484375, -0.00909423828125, 0.21734619140625, -0.01239013671875)","(0.94659423828125, 0.24603271484375, 0.20831298828125, -0.00457763671875)"
195422242483,"(0.9759521484375, -0.00909423828125, 0.21734619140625, -0.01239013671875)","(0.94659423828125, 0.24603271484375, 0.20831298828125, -0.00482177734375)"
195422249678,"(0.97601318359375, -0.00946044921875, 0.21710205078125, -0.012939453125)","(0.94659423828125, 0.24603271484375, 0.20831298828125, -0.00482177734375)"
195422257237,"(0.97613525390625, -0.010009765625, 0.2164306640625, -0.012939453125)","(0.94671630859375, 0.2457275390625, 0.2080078125, -0.0050048828125)"
195422262734,"(0.97613525390625, -0.010009765625, 0.2164306640625, -0.012939453125)","(0.94671630859375, 0.2457275390625, 0.2080078125, -0.0050048828125)"
195422269068,"(0.97625732421875, -0.0106201171875, 0.2158203125, -0.0130615234375)","(0.9468994140625, 0.24530029296875, 0.2078857421875, -0.0052490234375)"
195422275813,"(0.9764404296875, -0.01129150390625, 0.21514892578125, -0.0135498046875)","(0.9471435546875, 0.24481201171875, 0.207275390625, -0.005615234375)"
195422281576,"(0.9764404296875, -0.01129150390625, 0.21514892578125, -0.0135498046875)","(0.94732666015625, 0.24462890625, 0.20660400390625, -0.0057373046875)"
195422290301,"(0.9764404296875, -0.01263427734375, 0.2149658203125, -0.01385498046875)","(0.94732666015625, 0.24462890625, 0.20660400390625, -0.0057373046875)"
195422299161,"(0.98419189453125, -0.0133056640625, 0.21514892578125, -0.01385498046875)","(0.9473876953125, 0.244384765625, 0.20672607421875, -0.005615234375)"
195422306674,"(0.9842529296875, -0.01385498046875, 0.21502685546875, -0.013671875)","(0.947509765625, 0.24383544921875, 0.20660400390625, -0.005615234375)"
195422312946,"(0.9842529296875, -0.01385498046875, 0.21502685546875, -0.013671875)","(0.947509765625, 0.24383544921875, 0.20660400390625, -0.005615234375)"
195422319706,"(0.9842529296875, -0.014404296875, 0.2149658203125, -0.01348876953125)","(0.94757080078125, 0.2437744140625, 0.2064208984375, -0.00555419921875)"
195422327887,"(0.98419189453125, -0.0152587890625, 0.21514892578125, -0.013427734375)","(0.9476318359375, 0.2437744140625, 0.206298828125, -0.005126953125)"
195422335038,"(0.97637939453125, -0.0152587890625, 0.21514892578125, -0.013427734375)","(0.94769287109375, 0.24346923828125, 0.20635986328125, -0.00506591796875)"
195422342515,"(0.98419189453125, -0.015380859375, 0.215087890625, -0.0133056640625)","(0.94769287109375, 0.24346923828125, 0.20635986328125, -0.00506591796875)"
195422350550,"(0.9765625, -0.01593017578125, 0.21435546875, -0.012939453125)","(0.94775390625, 0.242919921875, 0.20660400390625, -0.005126953125)"
195422358986,"(0.97662353515625, -0.0164794921875, 0.21405029296875, -0.01275634765625)","(0.94775390625, 0.24261474609375, 0.2069091796875, -0.005126953125)"
195422366726,"(0.9766845703125, -0.01702880859375, 0.213623046875, -0.011962890625)","(0.9478759765625, 0.24249267578125, 0.206787109375, -0.00537109375)"
195422374049,"(0.9766845703125, -0.01702880859375, 0.213623046875, -0.011962890625)","(0.9478759765625, 0.2421875, 0.20684814453125, -0.0052490234375)"
195422381738,"(0.976806640625, -0.01702880859375, 0.21319580078125, -0.01092529296875)","(0.9478759765625, 0.2421875, 0.20684814453125, -0.0052490234375)"
195422390804,"(0.9769287109375, -0.01739501953125, 0.21270751953125, -0.0108642578125)","(0.94781494140625, 0.242431640625, 0.20703125, -0.0048828125)"
