timestamp,adc_ch0,adc_ch1,adc_ch2,adc_ch3
134638732490,0,0,0,12195607
134638732490,0,0,0,12204482
134638732490,0,0,0,12200044
134638732490,0,0,0,12202604
134638732490,0,0,0,12206018
134638754950,0,0,0,12207383
134638754950,0,0,0,12202775
134638754950,0,0,0,12202604
134638754950,0,0,0,12203628
134638754950,0,0,0,12201751
134638759967,0,0,0,12207212
134638759967,0,0,0,12206700
134638759967,0,0,0,12205676
134638759967,0,0,0,12207554
134638759967,0,0,0,12206871
134638766971,0,0,0,12198679
134638766971,0,0,0,12206188
134638766971,0,0,0,12202263
134638766971,0,0,0,12207554
134638766971,0,0,0,12202604
134638774881,0,0,0,12202434
134638774881,0,0,0,12208919
134638774881,0,0,0,12202946
134638774881,0,0,0,12207895
134638774881,0,0,0,12210455
134638780970,0,0,0,12202775
134638780970,0,0,0,12205847
134638780970,0,0,0,12200727
134638780970,0,0,0,12203970
134638780970,0,0,0,12210114
134638788520,0,0,0,12197143
134638788520,0,0,0,12206359
134638788520,0,0,0,12204823
134638788520,0,0,0,12202946
134638788520,0,0,0,12205676
134638796644,0,0,0,12205164
134638796644,0,0,0,12206188
134638796644,0,0,0,12206530
134638796644,0,0,0,12207895
134638796644,0,0,0,12203287
134638802402,0,0,0,12209602
134638802402,0,0,0,12210284
134638802402,0,0,0,12200727
134638802402,0,0,0,12202604
134638802402,0,0,0,12212332
134638809879,0,0,0,12199020
134638809879,0,0,0,12201751
134638809879,0,0,0,12196802
134638809879,0,0,0,12206018
134638809879,0,0,0,12206188
134638816209,0,0,0,12197484
134638816209,0,0,0,12198167
134638816209,0,0,0,12208066
134638816209,0,0,0,12211479
134638816209,0,0,0,12203628
134638824932,0,0,0,12206530
134638824932,0,0,0,12209431
134638824932,0,0,0,12207212
134638824932,0,0,0,12207383
134638824932,0,0,0,12204482
134638830516,0,0,0,12203116
134638830516,0,0,0,12211650
134638830516,0,0,0,12202946
134638830516,0,0,0,12202946
134638830516,0,0,0,12206871
134638838550,0,0,0,12206359
134638838550,0,0,0,12209772
134638838550,0,0,0,12203287
134638838550,0,0,0,12203287
134638838550,0,0,0,12206700
134638845055,0,0,0,12203799
134638845055,0,0,0,12201239
134638845055,0,0,0,12200215
134638845055,0,0,0,12207042
134638845055,0,0,0,12204652
134638852303,0,0,0,12201068
134638852303,0,0,0,12198850
134638852303,0,0,0,12209260
134638852303,0,0,0,12201239
134638852303,0,0,0,12200044
134638859162,0,0,0,12206359
134638859162,0,0,0,12214210
134638859162,0,0,0,12198508
134638859162,0,0,0,12210114
134638859162,0,0,0,12202604
134638866221,0,0,0,12201068
134638866221,0,0,0,12203799
134638866221,0,0,0,12208919
134638866221,0,0,0,12209602
134638866221,0,0,0,12206018
134638873586,0,0,0,12206359
134638873586,0,0,0,12204994
134638873586,0,0,0,12208066
134638873586,0,0,0,12204140
134638873586,0,0,0,12207383
134638880562,0,0,0,12204823
134638880562,0,0,0,12204482
134638880562,0,0,0,12208236
134638880562,0,0,0,12199874
134638880562,0,0,0,12209602
134638887700,0,0,0,12210114
134638887700,0,0,0,12204482
134638887700,0,0,0,12205335
134638887700,0,0,0,12206359
134638887700,0,0,0,12208236
134638895869,0,0,0,12202775
134638895869,0,0,0,12208407
134638895869,0,0,0,12206871
134638895869,0,0,0,12208578
134638895869,0,0,0,12208919
134638902404,0,0,0,12209260
134638902404,0,0,0,12202604
134638902404,0,0,0,12203628
134638902404,0,0,0,12209260
134638902404,0,0,0,12205164
134638909575,0,0,0,12207895
134638909575,0,0,0,12206018
134638909575,0,0,0,12209602
134638909575,0,0,0,12207554
134638909575,0,0,0,12208919
134638917420,0,0,0,12200898
134638917420,0,0,0,12203628
134638917420,0,0,0,12208066
134638917420,0,0,0,12198850
134638917420,0,0,0,12202604
134638923406,0,0,0,12210967
134638923406,0,0,0,12202604
134638923406,0,0,0,12203628
134638923406,0,0,0,12200044
134638923406,0,0,0,12202946
134638930690,0,0,0,12209772
134638930690,0,0,0,12206871
134638930690,0,0,0,12203458
134638930690,0,0,0,12203287
134638930690,0,0,0,12205164
134638937832,0,0,0,12206530
134638937832,0,0,0,12204994
134638937832,0,0,0,12206188
134638937832,0,0,0,12201751
134638937832,0,0,0,12205506
134638944983,0,0,0,12201239
134638944983,0,0,0,12201068
134638944983,0,0,0,12209260
134638944983,0,0,0,12211479
134638944983,0,0,0,12209602
134638952557,0,0,0,12206530
134638952557,0,0,0,12203799
134638952557,0,0,0,12203799
134638952557,0,0,0,12201239
134638952557,0,0,0,12209772
134638959186,0,0,0,12198338
134638959186,0,0,0,12208236
134638959186,0,0,0,12211479
134638959186,0,0,0,12202775
134638959186,0,0,0,12207724
134638966303,0,0,0,12203628
134638966303,0,0,0,12207895
134638966303,0,0,0,12204140
134638966303,0,0,0,12203970
134638966303,0,0,0,12206018
134638973421,0,0,0,12210967
134638973421,0,0,0,12213015
134638973421,0,0,0,12209431
134638973421,0,0,0,12210626
134638973421,0,0,0,12212332
134638980925,0,0,0,12205335
134638980925,0,0,0,12210626
134638980925,0,0,0,12210284
134638980925,0,0,0,12203970
134638980925,0,0,0,12206188
134638987716,0,0,0,12212162
134638987716,0,0,0,12212332
134638987716,0,0,0,12203970
134638987716,0,0,0,12210967
134638987716,0,0,0,12210796
134638994975,0,0,0,12211138
134638994975,0,0,0,12212162
134638994975,0,0,0,12210796
134638994975,0,0,0,12207895
134638994975,0,0,0,12205164
134639001986,0,0,0,12205164
134639001986,0,0,0,12203116
134639001986,0,0,0,12205847
134639001986,0,0,0,12202263
134639001986,0,0,0,12211138
134639009188,0,0,0,12204311
134639009188,0,0,0,12209260
134639009188,0,0,0,12211820
134639009188,0,0,0,12200898
134639009188,0,0,0,12204994
134639016894,0,0,0,12207895
134639016894,0,0,0,12206018
134639016894,0,0,0,12209431
134639016894,0,0,0,12201068
134639016894,0,0,0,12208407
134639024179,0,0,0,12202604
134639024179,0,0,0,12206188
134639024179,0,0,0,12198679
134639024179,0,0,0,12202775
134639024179,0,0,0,12200898
134639031425,0,0,0,12207383
134639031425,0,0,0,12215575
134639031425,0,0,0,12209090
134639031425,0,0,0,12209943
134639031425,0,0,0,12209943
134639038750,0,0,0,12200898
134639038750,0,0,0,12208919
134639038750,0,0,0,12200386
134639038750,0,0,0,12210455
134639038750,0,0,0,12207895
134639045653,0,0,0,12204311
134639045653,0,0,0,12204140
134639045653,0,0,0,12207383
134639045653,0,0,0,12207383
134639045653,0,0,0,12205506
134639052568,0,0,0,12213698
134639052568,0,0,0,12211308
134639052568,0,0,0,12204994
134639052568,0,0,0,12211991
134639052568,0,0,0,12201239
134639059751,0,0,0,12202434
134639059751,0,0,0,12207212
134639059751,0,0,0,12207212
134639059751,0,0,0,12211820
134639059751,0,0,0,12203799
134639066931,0,0,0,12209431
134639066931,0,0,0,12209260
134639066931,0,0,0,12209431
134639066931,0,0,0,12204652
134639066931,0,0,0,12207895
134639074700,0,0,0,12204994
134639074700,0,0,0,12209943
134639074700,0,0,0,12204311
134639074700,0,0,0,12208919
134639074700,0,0,0,12207383
134639080760,0,0,0,12203970
134639080760,0,0,0,12204823
134639080760,0,0,0,12206188
134639080760,0,0,0,12210455
134639080760,0,0,0,12209090
134639088307,0,0,0,12206871
134639088307,0,0,0,12203628
134639088307,0,0,0,12206188
