scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,981.57513,603.9537,0.8878668,949.61316,431.5732,0.94811535,926.5611,247.52446,0.84981674,907.3988,111.24696,0.6301566,907.50995,111.06701,0.07721435
1,981.4993,603.8786,0.90329254,949.6191,431.57767,0.9688329,926.5681,247.28737,0.83944464,907.439,111.29951,0.63907164,907.9271,111.080635,0.07006635
2,981.5272,603.9001,0.90020484,949.60596,431.60574,0.95822054,926.4214,247.45842,0.8444725,907.4415,111.309425,0.6275579,907.56006,111.149345,0.07937068
3,981.5741,603.85834,0.90647984,949.54645,431.60526,0.95674056,926.4166,247.18756,0.820001,907.4654,111.29623,0.6282322,907.57654,111.12782,0.07224622
4,981.6229,603.8157,0.9019073,949.5004,431.62973,0.95854515,926.4609,247.3749,0.8152283,907.49164,111.37765,0.6456914,907.6011,111.19014,0.083159715
5,981.5723,603.5869,0.84418696,949.5207,431.5408,0.95463055,926.44714,247.21521,0.7852102,907.5308,111.21718,0.655698,907.7129,111.093315,0.0753932
6,981.5665,603.8201,0.8462519,949.5571,431.54996,0.9471315,926.52563,247.41313,0.77662516,907.6133,111.21632,0.63912207,908.12134,111.021065,0.074093506
7,981.5248,603.8027,0.84067196,949.542,431.54797,0.94778544,926.4345,247.44673,0.79264927,907.6081,111.26564,0.6486699,908.1225,111.08655,0.0733812
8,981.5277,603.8058,0.8372341,949.5432,431.58072,0.9296553,926.4926,247.37654,0.75008464,907.6598,111.31688,0.64817977,908.173,111.14961,0.07489636
9,981.4401,603.82306,0.84880483,949.531,431.5763,0.95344305,926.5981,247.40617,0.7770396,907.5005,111.39121,0.6434864,908.0217,111.209526,0.07534395
10,981.4335,603.7702,0.8327479,949.5836,431.60083,0.9641272,926.43475,247.16345,0.7773098,907.46423,111.39456,0.64310366,907.9905,111.17516,0.075383775
11,981.44977,603.7052,0.8292865,949.5954,431.6271,0.94608384,926.36536,247.16162,0.79295707,907.4918,111.39377,0.6349241,908.0,111.18492,0.0766643
12,981.46185,603.6175,0.82822615,949.63525,431.57355,0.94888175,926.5383,247.07452,0.7722297,907.4191,111.36894,0.63994706,907.5808,111.19737,0.078614384
13,981.4549,603.661,0.83085215,949.5107,431.70862,0.9551894,926.59314,247.23677,0.73724467,907.34564,111.43637,0.64850503,907.84,111.25173,0.07588858
14,981.4435,603.6839,0.8300711,949.54224,431.7514,0.95648396,926.69415,247.37404,0.73573506,907.34766,111.43307,0.64965147,907.8339,111.2552,0.07597119
15,981.4049,603.7607,0.84966403,949.50476,431.73895,0.9624944,926.50635,247.44714,0.7750091,907.3109,111.52727,0.64403975,907.80414,111.3198,0.07398819
16,981.457,603.7059,0.83094436,949.50836,431.8273,0.95597917,926.5248,247.41847,0.7433305,907.26416,111.54389,0.66505873,907.7966,111.361694,0.07469144
17,981.48206,603.6618,0.8309675,949.4945,431.7409,0.9777179,926.6666,247.45767,0.7361681,907.27655,111.50109,0.6621311,907.78186,111.293884,0.07615055
