scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,665.9093,800.1911,0.65669006,688.1152,641.9701,0.79458696,715.32886,481.917,0.80086714,744.6989,270.1599,0.8362349,749.04126,180.1249,0.99421936
1,665.8017,799.8759,0.6496591,686.9893,641.49426,0.78422296,715.0048,481.94595,0.7916384,744.41327,270.01468,0.84843045,749.51337,179.87936,0.97741616
2,665.7456,800.08044,0.657681,687.5677,641.86725,0.7676851,714.74023,482.1004,0.7772367,745.8721,268.96573,0.8493918,750.59906,180.01898,1.0
3,665.6919,800.08307,0.6533558,687.533,642.001,0.7646751,714.397,482.1597,0.76243347,744.90576,270.0015,0.8542463,750.16315,179.98192,0.9907104
4,665.6277,800.1365,0.6406776,687.03656,641.84174,0.7530691,714.1461,482.2369,0.7726226,744.3645,270.12268,0.86657596,749.6014,180.01717,0.98030883
5,666.31494,800.431,0.6578566,687.30396,642.384,0.7771643,713.99634,481.71417,0.72813016,744.1341,270.13348,0.86256266,749.5707,180.18736,0.9967198
6,666.23486,800.71405,0.65720606,687.05725,642.624,0.7780775,713.2694,482.0849,0.7224967,745.6304,269.85828,0.8454816,751.7224,181.14381,1.0
7,666.1996,800.5425,0.6434752,686.99365,642.5535,0.76384956,713.6521,481.98743,0.73898566,747.27625,269.93423,0.867242,754.2335,181.38017,0.9447899
8,665.6599,800.03766,0.66609377,686.7096,642.1859,0.7611351,714.1788,482.4003,0.71180034,749.4561,270.56088,0.86468476,758.4399,182.32634,0.8966881
9,665.43,800.1207,0.6915586,686.61743,642.24725,0.7580923,713.93475,482.47293,0.7275914,751.196,271.7885,0.800834,759.6637,182.7975,0.939822
10,665.4504,800.2705,0.69050366,686.4851,642.3254,0.76699495,713.8663,482.609,0.71430665,751.9014,272.26636,0.7793514,761.1641,182.94862,0.9908809
11,665.3843,800.66156,0.6817976,686.45886,642.3017,0.7539396,714.0185,482.46967,0.7366968,754.0773,272.851,0.76719624,762.9483,182.59619,1.0
12,664.6035,800.5798,0.71371096,686.3144,642.43134,0.7702064,714.0618,482.90436,0.7478938,754.64886,273.331,0.8190157,764.2945,183.46317,0.98908126
13,665.0486,800.6384,0.6775634,686.2089,642.28064,0.76521945,713.9898,482.76346,0.727774,754.88654,273.10275,0.82524014,764.7793,183.64854,0.95865947
14,665.7871,801.04956,0.6243428,686.4298,642.38745,0.75230527,713.9156,482.75296,0.7452145,755.06946,273.26453,0.8193527,764.89343,183.66338,0.96295834
15,665.7761,801.0564,0.62459034,686.49054,642.49036,0.7689195,713.82465,483.06577,0.72634876,755.3866,273.2732,0.81326497,765.0283,183.63124,0.9840802
16,665.7562,801.05743,0.62741613,686.41455,642.40814,0.7588176,714.0164,482.6461,0.7309798,755.65485,272.9926,0.7915138,765.49176,183.60567,0.9917993
17,665.9654,801.0294,0.6675926,686.6899,642.3501,0.75364965,714.27026,482.7403,0.7456679,756.6699,273.32602,0.7916173,766.44666,183.99316,0.95440745
