scorer,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,849.2842,972.94226,0.7732176,831.52496,831.6046,0.78929794,821.42786,668.88837,0.8608853,804.01776,538.4473,0.7579925,770.1274,343.9846,0.8857755
1,849.2312,972.9091,0.78817457,831.60724,831.7936,0.76024604,821.5129,669.27185,0.87761134,803.90564,538.7415,0.741065,770.1051,344.06522,0.9018715
2,849.33765,972.9315,0.77811307,831.8259,831.8941,0.77247345,821.6162,669.1354,0.8573652,804.12933,538.4186,0.73313785,770.1207,344.07736,0.92454
3,849.3475,972.88184,0.78225446,832.0509,831.8477,0.75898445,821.64166,669.1341,0.88238096,804.1877,538.5203,0.7341707,770.2784,344.0792,0.9029571
4,849.3849,972.9166,0.78937536,832.03143,831.3142,0.74723446,821.7479,669.1219,0.85567725,804.26465,538.58234,0.7244875,770.52423,344.12894,0.9045677
5,849.37933,972.8995,0.7924364,831.8991,831.2728,0.7468707,821.6193,669.0131,0.87892073,804.3566,538.38855,0.72990227,770.32764,343.79196,0.93318933
6,849.4018,972.86426,0.80097187,831.9322,831.3712,0.74767154,821.4056,669.0675,0.88596123,804.3569,538.6718,0.71359915,770.2695,343.95868,0.9364979
7,849.48987,972.7117,0.78617823,831.9178,831.9442,0.7668083,821.4557,668.9926,0.881629,804.34204,538.3036,0.7318812,770.2642,343.94608,0.9224601
8,849.7048,972.72516,0.7866887,832.0282,831.3879,0.7519814,821.47705,668.8973,0.9079738,804.282,538.1604,0.7267307,770.5247,343.9149,0.9424593
9,849.7043,972.8385,0.7745292,832.003,831.41205,0.72388244,821.5095,668.9292,0.9031975,804.20026,538.48975,0.7309077,770.4546,344.0073,0.94597954
10,849.7942,972.88306,0.7788509,832.08276,831.403,0.73024267,821.5524,668.9989,0.8930632,804.2013,538.3935,0.7308728,770.40216,343.92712,0.9321727
11,849.7617,972.8908,0.7796068,831.91644,831.26935,0.7358681,821.57214,669.03766,0.8869346,804.24786,538.07104,0.74528354,770.26794,343.90918,0.9480708
12,849.904,972.93353,0.7570701,831.9522,831.4316,0.7439764,821.5477,669.0863,0.8883595,804.22656,538.59595,0.7249197,770.35004,343.98657,0.9145595
13,849.78174,972.88885,0.7785043,832.0693,831.30206,0.73767626,821.56995,668.9781,0.89139056,804.18756,538.4098,0.7423057,770.4584,344.0129,0.9242599
14,849.6444,972.8461,0.7615326,832.22687,831.85004,0.7372978,821.64777,668.90924,0.87974644,804.16095,538.3611,0.7395322,770.3935,343.89368,0.93309116
15,849.65765,972.9,0.76811326,832.1744,831.84326,0.73727113,821.6234,669.09424,0.86861646,804.1091,538.35596,0.75839245,770.41705,343.84512,0.93942606
16,849.60236,972.76575,0.75882053,832.1304,831.2949,0.75138605,821.61444,668.8684,0.9061379,804.1701,538.1717,0.7591155,770.32404,343.76382,0.93722504
17,849.9347,972.7948,0.7612442,832.46124,831.39166,0.75815105,821.43634,668.99524,0.91271377,804.08105,538.189,0.75749135,770.566,343.75357,0.921719
