scorer,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020,DLC_Resnet50_SOR2_10_28Oct29shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,952.7513,729.3893,0.6642183,879.58234,571.3555,0.9078576,866.73096,387.32925,0.8486662,849.1167,257.11053,0.84640586,812.5625,84.74625,0.6694591
1,952.7648,728.2963,0.6485187,879.6909,571.1637,0.87361085,866.7598,387.1979,0.7778334,849.4769,256.64435,0.8449166,812.8236,84.360405,0.6744319
2,952.9724,729.184,0.66977406,879.5921,571.3489,0.88535243,866.9111,387.18814,0.80675346,849.3575,257.12982,0.86176497,812.8783,84.56114,0.67100066
3,952.8666,729.09015,0.6684377,879.3625,571.3121,0.9039852,866.86017,387.17224,0.79844725,849.38947,257.08347,0.86599183,812.87854,84.58328,0.66637784
4,952.70416,728.28625,0.65412617,879.4157,571.30536,0.9005326,866.9109,387.1869,0.806679,849.40076,257.1063,0.86202514,812.80273,84.51993,0.6759377
5,952.625,728.2843,0.66031027,879.4,571.2767,0.8994921,866.7876,387.1275,0.73654705,849.2798,257.0905,0.87074834,812.83075,84.57965,0.67002976
6,952.8316,728.87317,0.6608272,879.4247,571.2521,0.9021513,866.70306,387.18597,0.785929,849.27686,257.1024,0.85269624,812.84015,84.488045,0.6885451
7,952.8035,728.8601,0.6600939,879.4452,571.1584,0.8897663,866.63666,387.21573,0.8177972,849.2081,257.12216,0.84403217,812.7958,84.57592,0.67559886
8,952.67194,729.0569,0.6598998,879.4889,571.1488,0.88987833,866.6132,387.13565,0.79477125,849.17993,257.1442,0.8412772,812.79675,84.46023,0.68468136
9,952.7643,728.96985,0.66412103,879.57935,571.16077,0.9054113,866.4849,387.15536,0.7592168,849.3357,256.83337,0.8497597,812.84717,84.579796,0.6612982
10,952.822,729.0051,0.66700566,879.60004,571.1855,0.9053038,866.72876,387.27087,0.7921325,849.326,256.94138,0.8487847,812.8899,84.59497,0.67280763
11,952.7304,728.2468,0.664162,879.6368,571.19293,0.90640855,866.43634,387.1708,0.7877353,849.2137,256.76654,0.82758886,812.90356,84.589615,0.65799886
12,953.023,728.9203,0.66394746,879.6236,571.1374,0.90387285,866.5424,387.1601,0.811099,849.41125,256.7581,0.8251064,813.13544,84.577484,0.66196406
13,953.07745,728.94946,0.6648713,879.65985,571.08234,0.90329283,866.71857,387.5137,0.7808518,849.51196,256.8316,0.82898164,813.04,84.479935,0.67129964
14,953.0889,728.9503,0.6665099,879.59686,571.0381,0.9026907,866.8292,387.0931,0.7644545,849.5082,256.75952,0.83033365,813.0851,84.27381,0.67167705
15,953.0049,728.9146,0.67289096,879.6825,571.0761,0.89882666,866.8494,387.1951,0.79403305,849.59247,256.83554,0.82217324,813.3337,84.205055,0.67534584
16,953.1526,729.0647,0.63447756,879.6236,571.1083,0.90549463,866.79205,387.4106,0.80324024,849.6995,256.9582,0.8155239,813.2795,84.4877,0.67343277
17,952.9954,728.90875,0.652656,879.6567,571.0238,0.89040977,866.9189,386.89484,0.75833386,849.6721,256.7973,0.8277412,813.3216,84.23395,0.6445861
