scorer,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010,DLC_Resnet50_SOR4_11_02Nov3shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,902.8475,676.9467,0.8208804,888.8813,524.2854,0.8131468,866.3903,363.73373,0.75985426,841.2894,205.00584,0.8223463,889.1592,524.15875,0.114232585
1,902.7628,676.4879,0.84579116,888.8445,524.2431,0.8256071,866.0302,363.65833,0.76794636,841.28107,204.90416,0.81584454,889.0827,524.1654,0.1106
2,902.6848,676.14923,0.8558816,888.78595,524.2879,0.82464707,865.89856,363.67114,0.7737267,841.27075,204.80861,0.83699894,889.12805,524.22906,0.12131993
3,902.74396,676.4608,0.85187465,888.8498,524.69257,0.8024047,866.0836,363.9644,0.76997936,841.1284,205.14671,0.84158784,889.1853,524.5221,0.10720126
4,902.7125,676.9251,0.84569013,888.77216,524.46716,0.8378011,865.83954,363.746,0.7747516,841.0552,205.44205,0.85313565,889.0952,524.3464,0.11572682
5,902.7511,676.8823,0.83375925,888.7399,524.39246,0.82110286,865.68286,364.004,0.78260505,840.88416,205.55077,0.8489016,889.08185,524.2749,0.1022206
6,902.7167,676.8958,0.83488095,888.63403,524.41315,0.8062517,865.6638,364.09317,0.78445137,840.63043,205.65788,0.84345114,905.48083,768.6773,0.09402493
7,902.66205,676.8187,0.8306647,888.58826,524.478,0.82711655,865.5935,364.0206,0.76710397,840.69714,205.51843,0.83298624,905.54407,768.80334,0.091167025
8,902.6883,676.77563,0.827348,888.5897,524.4566,0.822263,865.53357,364.02893,0.7810559,840.68353,205.5627,0.8411661,888.90076,524.3973,0.08992765
9,902.7005,677.1048,0.8384661,888.5073,524.7032,0.7994061,865.4401,364.24313,0.7827284,840.67664,205.53403,0.8353306,888.8408,524.60767,0.10591199
10,902.6593,677.0819,0.8362684,888.4653,524.6942,0.80139744,865.31134,364.25446,0.78933287,840.64197,205.54529,0.83220786,888.80273,524.5672,0.102698885
11,902.6549,677.1545,0.82930887,888.313,524.6591,0.7715983,865.3198,364.22913,0.7817765,840.4669,205.61397,0.8582311,889.1428,524.4679,0.102122255
12,902.7408,677.2475,0.8222502,888.37085,524.9072,0.7912729,865.0452,364.5383,0.7658629,840.297,205.7036,0.8516611,888.3158,524.9902,0.103984326
13,902.8155,677.0123,0.8239712,888.3396,524.83826,0.7996922,864.6173,364.67072,0.74385315,840.20715,205.71323,0.8564682,888.3853,524.9903,0.09230769
14,902.7741,677.0206,0.8253328,888.30554,524.81775,0.8016238,864.68146,364.76376,0.7464191,840.11884,205.77693,0.8445981,888.3707,524.9655,0.09053688
15,902.7696,676.92194,0.82145476,888.28296,524.8152,0.8038711,864.29895,364.89774,0.73590314,840.0209,205.80179,0.84056246,888.3386,524.955,0.088912316
16,902.7955,677.0444,0.82890683,888.2528,524.7654,0.8358755,864.3747,364.91095,0.7459935,839.9715,205.85321,0.8495848,888.39606,524.951,0.09361937
17,902.91345,676.97986,0.8228175,888.2148,524.80396,0.82844967,864.35406,364.9565,0.7241899,839.90546,205.76654,0.83016706,888.33325,524.97,0.09219379
