scorer,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010,DLC_Resnet50_SOR6_11_07Nov10shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,822.09717,714.81323,0.83045083,796.5468,573.5182,0.8541456,786.2178,411.89447,0.86131847,768.66895,275.41,0.8000653,743.1385,83.31624,0.9354623
1,820.6622,714.8253,0.8385265,795.9736,573.2858,0.8754738,785.9311,411.69296,0.85527307,767.8556,275.5786,0.7710728,742.5681,83.33518,0.9407786
2,819.2578,715.2174,0.7970648,795.1826,573.1356,0.804962,785.5845,411.54556,0.8327587,767.25586,275.98663,0.8044607,742.2588,83.46278,0.9517899
3,817.63947,715.28436,0.778052,794.73315,573.53503,0.8061824,784.2656,411.52106,0.8527249,766.31445,275.7354,0.7927109,741.426,83.98668,0.9036088
4,816.64526,714.9208,0.7162072,793.8329,572.71185,0.7626265,783.39764,411.8055,0.9051079,764.86316,275.89468,0.80345845,740.3682,84.014175,0.92938036
5,816.0011,714.8425,0.7244936,792.897,572.6933,0.7587727,782.7584,411.98126,0.92364156,763.7959,276.30502,0.7527924,739.2271,84.20777,0.9516024
6,815.71704,714.9945,0.74885225,792.60345,572.9425,0.7654599,782.13477,412.383,0.9268329,763.1281,276.14908,0.74895895,738.511,84.29714,0.95963156
7,815.65125,714.8215,0.7540004,792.4005,573.02527,0.77034676,781.8237,412.1962,0.90482605,762.5854,276.22626,0.7814598,738.3234,84.4685,0.9491244
8,815.5824,714.64355,0.76119834,792.30994,573.03015,0.76499563,781.86127,412.30215,0.8969088,762.35645,276.15442,0.78659654,738.1273,84.58448,0.95427036
9,815.52673,714.6686,0.77934545,792.2864,573.0527,0.7658913,781.7428,412.25552,0.90179205,762.34015,276.18756,0.7767278,738.1262,84.503716,0.9659473
10,815.4298,714.6167,0.7804807,792.25684,573.11237,0.7630295,781.7548,412.3679,0.9146618,762.3757,276.17126,0.7818463,738.1722,84.5656,0.95868766
11,815.37,714.66266,0.8023138,792.3009,573.1047,0.7593489,781.84924,412.33713,0.9118907,762.50586,276.18884,0.7757854,738.15735,84.597725,0.9444284
12,815.4099,714.6312,0.82383364,792.2908,573.1441,0.76292944,781.9574,412.41736,0.8954344,762.57153,276.35513,0.77161896,738.1954,84.5976,0.9608252
13,815.4203,714.6573,0.8152496,792.31616,573.1193,0.7623173,782.0633,412.35342,0.90539,762.7808,276.33936,0.7710935,738.4061,84.36064,0.97699916
14,815.4279,714.69135,0.81504196,792.49176,572.97266,0.7575969,782.35187,412.20947,0.94402325,762.8524,276.1602,0.7538933,738.6711,84.18978,0.9759258
15,815.23895,714.39636,0.8139903,792.7348,572.7689,0.7489972,782.448,411.95404,0.94694763,763.2529,276.0953,0.7362234,738.7138,84.18332,0.96316636
16,815.04034,714.32983,0.80230725,792.76404,572.7246,0.75419563,782.6588,411.85733,0.9281389,763.348,275.9675,0.73260796,738.9641,84.04075,0.96924144
17,815.1179,714.37335,0.8065019,792.8082,572.8393,0.7514476,782.6829,411.79645,0.9221959,763.6549,276.29932,0.74279904,739.0627,84.03454,0.9622687
