scorer,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010,DLC_Resnet50_SOR0_2Oct25shuffle1_snapshot_010
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,862.1535,403.48016,0.57643574,832.70087,253.563,0.9237293,856.5724,116.30617,0.9705478,980.8251,747.54474,0.03304263,833.25714,254.20648,0.1463686
1,862.4343,403.50488,0.5954903,832.8664,253.56845,0.9228755,856.7238,115.71126,0.97499824,980.8319,747.5708,0.03331541,833.50134,254.168,0.14728893
2,865.58417,402.24524,0.6717667,833.7386,252.93848,0.93916667,857.3187,115.15302,0.8831723,980.90814,747.51825,0.0332179,834.5488,253.68402,0.12995116
3,865.80084,402.13306,0.6923562,834.0054,252.66849,0.9410934,856.93445,115.07479,0.9060093,1130.197,683.3216,0.025665427,834.9234,253.59833,0.1282519
4,864.1856,401.82413,0.57293296,832.8496,252.81241,0.93618,856.3285,115.24542,0.96855193,980.9215,747.577,0.027518567,833.46326,253.89578,0.12766778
5,863.75134,402.15155,0.54002374,832.84326,253.06133,0.92612433,856.7739,115.16334,0.9586565,1130.226,683.2372,0.027793337,833.5342,253.94788,0.13399701
6,863.61774,402.17215,0.534904,833.0953,253.12967,0.94634086,856.7385,115.51542,0.946611,986.1906,747.54,0.026155807,833.7816,253.90007,0.13460967
7,862.4029,402.38153,0.53133816,832.8313,253.06146,0.93620884,856.71295,115.462814,0.9566506,1130.2285,683.28784,0.027461197,833.3942,253.96735,0.1361548
8,861.91534,402.87778,0.5676588,832.4576,253.39728,0.9259544,856.67426,115.47043,0.97154856,1130.2131,683.36566,0.025630275,833.0068,254.36533,0.13672929
9,862.1624,403.74606,0.5477893,832.8956,253.64594,0.8880287,856.90015,115.75465,0.918575,1130.2614,683.30817,0.025950493,833.5854,254.42297,0.14723377
10,862.10986,403.2914,0.5651631,832.51764,253.61992,0.8926051,856.67084,115.74491,0.9572092,1130.2645,683.3109,0.02713737,833.14404,254.5269,0.14837518
11,860.67883,403.0675,0.5755287,831.66925,253.42628,0.8853726,856.13806,115.86308,0.98846567,1130.2456,683.32104,0.027516656,831.3398,253.48631,0.13234858
12,860.676,403.01294,0.5787975,831.6835,253.43573,0.88887274,856.0759,115.935524,0.9952364,986.18353,747.54504,0.027546939,831.33,253.51248,0.13129686
13,860.48206,402.8705,0.59381765,831.7086,253.11177,0.89920926,856.0711,115.85171,0.99294955,1130.2063,683.2991,0.026614238,832.71924,254.57445,0.12205644
14,860.38806,403.0268,0.5896893,831.75555,253.37355,0.90062547,856.0855,115.88093,1.0,1130.225,683.3079,0.027431156,832.65985,254.6976,0.124149024
15,860.7555,403.59106,0.59369636,832.2221,253.83344,0.9032298,856.80334,116.07369,0.92703104,1130.2405,683.2846,0.027668208,832.9528,254.85822,0.14457364
16,861.10754,403.4764,0.5924222,832.80493,253.75316,0.88814855,857.3983,116.04766,0.89080596,986.21936,747.4965,0.026463423,833.51184,254.56308,0.1509196
17,860.6245,403.6493,0.5967419,832.6674,253.71379,0.9064709,857.1492,116.08501,0.91669655,986.2173,747.4674,0.028408194,833.3275,254.51653,0.14671607
