timestamp,quat1,quat2
033904014290,"(0.73541259765625, 0.0401611328125, 0.67633056640625, -0.0096435546875)","(0.0, 0.0, 0.0, 0.0)"
033904024383,"(0.735107421875, 0.0399169921875, 0.67669677734375, -0.00970458984375)","(0.0, 0.0, 0.0, 0.0)"
033904034714,"(0.73480224609375, 0.04034423828125, 0.677001953125, -0.009765625)","(0.0, 0.0, 0.0, 0.0)"
033904048343,"(0.7347412109375, 0.0325927734375, 0.67706298828125, -0.0096435546875)","(0.0, 0.0, 0.0, 0.0)"
033904060575,"(0.734619140625, 0.040771484375, 0.67724609375, -0.00927734375)","(0.0, 0.0, 0.0, 0.0)"
033904072067,"(0.73486328125, 0.0404052734375, 0.67694091796875, -0.00927734375)","(1.0, 6.103515625e-05, 0.00091552734375, -0.0008544921875)"
033904083200,"(0.73492431640625, 0.04071044921875, 0.6768798828125, -0.009033203125)","(1.0, 6.103515625e-05, 0.0006103515625, -0.0008544921875)"
033904093603,"(0.7353515625, 0.040771484375, 0.6763916015625, -0.009033203125)","(1.0, 0.000244140625, 0.00067138671875, -0.00103759765625)"
033904103916,"(0.73565673828125, 0.0413818359375, 0.676025390625, -0.00860595703125)","(1.0078125, 0.000244140625, 0.0009765625, -0.00115966796875)"
033904114602,"(0.7357177734375, 0.04107666015625, 0.67596435546875, -0.00799560546875)","(0.80950927734375, 0.099609375, 0.57861328125, -0.00048828125)"
033904123992,"(0.73565673828125, 0.0413818359375, 0.676025390625, -0.00799560546875)","(None, None, None, None)"
033904126839,"(0.73565673828125, 0.0413818359375, 0.676025390625, -0.00799560546875)","(None, None, None, None)"
033904129496,"(None, None, None, None)","(0.80950927734375, 0.099609375, 0.57861328125, -0.00048828125)"
033904133412,"(0.7352294921875, 0.04205322265625, 0.67645263671875, -0.00787353515625)","(None, None, None, None)"
033904136170,"(0.7352294921875, 0.04205322265625, 0.67645263671875, -0.00787353515625)","(None, None, None, None)"
033904138814,"(0.7352294921875, 0.04205322265625, 0.67645263671875, -0.00787353515625)","(None, None, None, None)"
033904143552,"(0.7352294921875, 0.04229736328125, 0.67645263671875, -0.00750732421875)","(None, None, None, None)"
033904146348,"(0.7352294921875, 0.04229736328125, 0.67645263671875, -0.00750732421875)","(None, None, None, None)"
033904150234,"(0.7352294921875, 0.04229736328125, 0.67645263671875, -0.00750732421875)","(0.80914306640625, 0.0987548828125, 0.57928466796875, 0.00128173828125)"
033904155228,"(0.735107421875, 0.04241943359375, 0.67657470703125, -0.01165771484375)","(None, None, None, None)"
033904157715,"(0.735107421875, 0.04241943359375, 0.67657470703125, -0.00762939453125)","(None, None, None, None)"
033904162275,"(0.73486328125, 0.0423583984375, 0.67681884765625, -0.00738525390625)","(None, None, None, None)"
