scorer,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D,DLC_3D
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,z,x,y,z,x,y,z,x,y,z,x,y,z
0,-27.554056,6.775081,34.496616,-25.522427,5.092642,35.54081,-23.253841,3.7120621,38.30104,-21.734228,2.0087676,39.979595,-20.090555,0.3193248,41.826515
1,-27.554691,6.773518,34.49323,-25.522356,5.0929236,35.540752,-23.25402,3.7142138,38.301334,-21.734152,2.0092092,39.979145,-20.090345,0.31926754,41.82552
2,-27.558308,6.773934,34.49814,-25.524137,5.0922318,35.54004,-23.257801,3.7138245,38.296432,-21.736197,2.0078316,39.978535,-20.091915,0.31981862,41.824608
3,-27.55974,6.7727833,34.498314,-25.52498,5.091616,35.539402,-23.259386,3.7141364,38.2944,-21.73726,2.0074422,39.97743,-20.093689,0.31911317,41.82664
4,-27.561777,6.772797,34.498787,-25.525942,5.091061,35.53821,-23.261528,3.713311,38.293518,-21.73826,2.0069616,39.97656,-20.093191,0.31940794,41.820374
5,-27.564548,6.7667823,34.492767,-25.528452,5.0894156,35.53865,-23.266994,3.7128773,38.287815,-21.744995,2.0075295,39.967518,-20.097971,0.31946814,41.829792
6,-27.564669,6.765638,34.49141,-25.531013,5.0880337,35.53826,-23.269989,3.7139912,38.294167,-21.744999,2.007532,39.96767,-20.103523,0.31811148,41.83699
7,-27.567865,6.765441,34.491863,-25.5316,5.0863576,35.535572,-23.270544,3.7135298,38.29219,-21.74552,2.0076935,39.968422,-20.104115,0.31761014,41.836884
8,-27.571766,6.7654347,34.49288,-25.531658,5.0851526,35.53535,-23.270561,3.7133727,38.29225,-21.74643,2.0075881,39.968002,-20.1043,0.31716132,41.834538
9,-27.569517,6.7653017,34.491806,-25.531872,5.085,35.5348,-23.268625,3.7128227,38.29897,-21.746307,2.0057013,39.967693,-20.104359,0.31743738,41.83722
10,-27.568445,6.766017,34.492153,-25.531116,5.085317,35.53628,-23.270243,3.7136183,38.300907,-21.746674,2.0076745,39.96997,-20.10407,0.31741625,41.83723
11,-27.564297,6.7807536,34.497128,-25.527788,5.0968103,35.539013,-23.263248,3.7226303,38.297073,-21.745779,2.0140555,39.979248,-20.100544,0.3217646,41.833733
12,-27.56449,6.7817936,34.497173,-25.52676,5.0973043,35.537556,-23.262041,3.7240443,38.302856,-21.745008,2.0158947,39.97736,-20.097363,0.32453007,41.829227
13,-27.564596,6.782087,34.49772,-25.52681,5.0973425,35.537666,-23.261972,3.7239532,38.303253,-21.74502,2.015899,39.97738,-20.097103,0.3250984,41.82594
14,-27.55862,6.7857056,34.501484,-25.520443,5.101216,35.541454,-23.249887,3.7241225,38.297386,-21.740423,2.0201266,39.98113,-20.089909,0.32755494,41.829384
15,-27.54666,6.776965,34.464603,-25.513313,5.104094,35.54533,-23.244354,3.7268102,38.306236,-21.734987,2.021175,39.998943,-20.08106,0.3289742,41.835495
16,-27.545883,6.7755694,34.46355,-25.512646,5.103705,35.54469,-23.244658,3.7269602,38.30517,-21.735086,2.021219,39.998917,-20.081099,0.32873374,41.835205
17,-27.54474,6.779022,34.495174,-25.51566,5.097784,35.544662,-23.245567,3.723174,38.299152,-21.737417,2.016878,39.998413,-20.085287,0.3254318,41.83368
18,-27.544779,6.7773976,34.498566,-25.517466,5.0977407,35.547417,-23.253555,3.720026,38.311993,-21.737358,2.0167463,39.99802,-20.08514,0.325435,41.83503
