scorer,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020,DLC_Resnet50_SOR7-11-16Nov18shuffle1_snapshot_020
bodyparts,PIP,PIP,PIP,MCP,MCP,MCP,hand,hand,hand,radial-styloid-process,radial-styloid-process,radial-styloid-process,forearm,forearm,forearm
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,839.6899,985.1085,0.4918716,813.5289,826.873,0.88628405,810.5181,629.5878,0.7882221,811.48663,481.47015,1.0,802.5211,255.22958,0.6079193
1,840.0729,985.28906,0.5328658,813.71155,827.13934,0.87275815,810.51013,629.75586,0.796597,811.39185,481.4858,1.0,802.3743,255.31076,0.6079114
2,840.4389,985.39124,0.5459719,813.68365,827.11346,0.8900763,810.555,630.3685,0.8006526,811.23706,481.37878,1.0,802.4098,255.3262,0.60499287
3,840.54846,985.65515,0.49509388,813.5904,827.3584,0.87063855,810.55945,630.3541,0.8013519,811.24115,481.3553,1.0,802.5459,255.3484,0.6380482
4,840.81104,986.01624,0.51625973,813.6909,827.66895,0.8946791,810.5702,630.3488,0.80103517,811.12335,481.57077,1.0,802.8084,255.399,0.6531153
5,840.66077,986.0294,0.5234283,813.77246,827.6192,0.885578,810.52966,629.9996,0.82330066,811.04553,481.5801,1.0,802.3605,255.36641,0.60848856
6,840.6666,986.0,0.51774293,813.7433,827.618,0.88183266,810.51227,629.746,0.8207174,811.1336,481.59982,1.0,802.1764,255.24303,0.5954057
7,840.67993,986.01965,0.5071967,813.7766,827.56555,0.8744792,810.527,629.72437,0.8087387,811.1558,481.52148,1.0,802.0404,255.19365,0.5842859
8,840.7628,986.0016,0.5147314,813.71564,827.52094,0.84948266,810.3803,629.3531,0.8364969,811.3168,481.56717,1.0,802.13525,255.116,0.5575634
9,840.9848,986.13806,0.5189643,813.91077,827.7103,0.8709973,810.4158,629.852,0.8147352,811.0041,481.6389,1.0,802.2065,255.11404,0.5496275
10,841.1268,986.17755,0.5041583,814.08264,827.91327,0.87635434,810.5614,630.1742,0.76857126,810.53436,481.85367,1.0,802.3448,255.06245,0.58455837
11,841.2399,986.3402,0.47986284,814.2207,828.13586,0.88380176,810.3485,630.46313,0.74780506,810.5017,481.88867,1.0,802.38635,255.0142,0.5992245
12,841.50934,986.38727,0.4651504,814.2064,828.3608,0.901164,810.25464,630.67346,0.75153697,810.59326,481.8581,1.0,802.7981,254.98547,0.61952424
13,841.57806,986.3659,0.45846575,814.3704,828.3154,0.9236784,810.4142,630.6429,0.76491934,810.82043,481.75317,1.0,803.01074,254.93735,0.64274675
14,841.6874,986.2593,0.46364626,814.442,828.24286,0.9212811,810.57837,630.5389,0.7739394,811.0507,481.69122,1.0,803.2824,255.03717,0.66520256
15,841.7263,986.23645,0.4673093,814.49164,828.1991,0.90203834,810.7137,630.2772,0.7571067,811.09064,481.60654,1.0,803.1428,254.94107,0.65672964
16,841.6451,986.0071,0.4617466,814.6263,828.134,0.90576327,810.9851,630.38385,0.783479,811.0418,481.6156,1.0,802.87,254.84093,0.6402366
17,841.9516,986.24194,0.46979254,814.62195,828.4356,0.9314988,810.37866,630.73126,0.75884885,810.9624,481.54532,1.0,802.7412,255.0963,0.6279411
